"x_velocity","arc_length","Points:0","Points:1","Points:2"
0,0,0.47325,0,-0.325
0,0.00082499,0.47325,0,-0.32418
0,0.00165,0.47325,0,-0.32335
16.448,0.002475,0.47325,0,-0.32252
14.851,0.0033,0.47325,0,-0.3217
12.167,0.004125,0.47325,0,-0.32087
0,0.00495,0.47325,0,-0.32005
0,0.005775,0.47325,0,-0.31923
0,0.0066,0.47325,0,-0.3184
0,0.007425,0.47325,0,-0.31758
0,0.00825,0.47325,0,-0.31675
0,0.009075,0.47325,0,-0.31593
22,0.0099,0.47325,0,-0.3151
8.5964,0.010725,0.47325,0,-0.31427
5.6858,0.01155,0.47325,0,-0.31345
0,0.012375,0.47325,0,-0.31262
0,0.0132,0.47325,0,-0.3118
4.0763,0.014025,0.47325,0,-0.31097
0,0.01485,0.47325,0,-0.31015
3.7631,0.015675,0.47325,0,-0.30933
0,0.0165,0.47325,0,-0.3085
0,0.017325,0.47325,0,-0.30768
3.5849,0.01815,0.47325,0,-0.30685
3.5785,0.018975,0.47325,0,-0.30602
0,0.0198,0.47325,0,-0.3052
0,0.020625,0.47325,0,-0.30437
0,0.02145,0.47325,0,-0.30355
3.6049,0.022275,0.47325,0,-0.30272
3.62,0.0231,0.47325,0,-0.3019
0,0.023925,0.47325,0,-0.30108
0,0.02475,0.47325,0,-0.30025
0,0.025575,0.47325,0,-0.29943
0,0.0264,0.47325,0,-0.2986
0,0.027225,0.47325,0,-0.29778
0,0.02805,0.47325,0,-0.29695
0,0.028875,0.47325,0,-0.29612
0,0.0297,0.47325,0,-0.2953
0,0.030525,0.47325,0,-0.29447
3.9477,0.03135,0.47325,0,-0.29365
0,0.032175,0.47325,0,-0.29283
0,0.033,0.47325,0,-0.292
0,0.033825,0.47325,0,-0.29118
4.0984,0.03465,0.47325,0,-0.29035
4.1553,0.035475,0.47325,0,-0.28953
4.1877,0.0363,0.47325,0,-0.2887
4.2002,0.037125,0.47325,0,-0.28787
4.2345,0.03795,0.47325,0,-0.28705
4.2689,0.038775,0.47325,0,-0.28622
4.3033,0.0396,0.47325,0,-0.2854
4.3377,0.040425,0.47325,0,-0.28457
4.3721,0.04125,0.47325,0,-0.28375
4.4064,0.042075,0.47325,0,-0.28293
4.4408,0.0429,0.47325,0,-0.2821
4.4752,0.043725,0.47325,0,-0.28128
4.5096,0.04455,0.47325,0,-0.28045
4.544,0.045375,0.47325,0,-0.27962
4.5783,0.0462,0.47325,0,-0.2788
4.6149,0.047025,0.47325,0,-0.27797
4.6536,0.04785,0.47325,0,-0.27715
4.6922,0.048675,0.47325,0,-0.27632
4.7309,0.0495,0.47325,0,-0.2755
4.7695,0.050325,0.47325,0,-0.27468
4.8082,0.05115,0.47325,0,-0.27385
4.8468,0.051975,0.47325,0,-0.27303
4.8855,0.0528,0.47325,0,-0.2722
4.9241,0.053625,0.47325,0,-0.27138
4.9628,0.05445,0.47325,0,-0.27055
5.0014,0.055275,0.47325,0,-0.26972
5.0401,0.0561,0.47325,0,-0.2689
5.0816,0.056925,0.47325,0,-0.26807
5.1234,0.05775,0.47325,0,-0.26725
5.1653,0.058575,0.47325,0,-0.26643
5.2071,0.0594,0.47325,0,-0.2656
5.2489,0.060225,0.47325,0,-0.26478
5.2908,0.06105,0.47325,0,-0.26395
5.3326,0.061875,0.47325,0,-0.26313
5.3745,0.0627,0.47325,0,-0.2623
5.4163,0.063525,0.47325,0,-0.26147
5.4582,0.06435,0.47325,0,-0.26065
5.5,0.065175,0.47325,0,-0.25982
5.5394,0.066,0.47325,0,-0.259
5.5712,0.066825,0.47325,0,-0.25817
