"x_velocity","arc_length","Points:0","Points:1","Points:2"
17.503,0,0.39437,0,-0.325
0,0.00082499,0.39437,0,-0.32418
13.858,0.00165,0.39437,0,-0.32335
0,0.002475,0.39437,0,-0.32252
11.419,0.0033,0.39437,0,-0.3217
0,0.004125,0.39437,0,-0.32087
7.2998,0.00495,0.39437,0,-0.32005
0,0.005775,0.39437,0,-0.31923
0,0.0066,0.39437,0,-0.3184
0,0.007425,0.39437,0,-0.31758
0,0.00825,0.39437,0,-0.31675
0,0.009075,0.39437,0,-0.31593
22,0.0099,0.39437,0,-0.3151
0,0.010725,0.39437,0,-0.31427
0,0.01155,0.39437,0,-0.31345
0,0.012375,0.39437,0,-0.31262
0,0.0132,0.39437,0,-0.3118
0,0.014025,0.39437,0,-0.31097
0,0.01485,0.39437,0,-0.31015
-5.2963,0.015675,0.39437,0,-0.30933
-5.2217,0.0165,0.39437,0,-0.3085
0,0.017325,0.39437,0,-0.30768
0,0.01815,0.39437,0,-0.30685
-4.5442,0.018975,0.39437,0,-0.30602
-4.3976,0.0198,0.39437,0,-0.3052
-4.2187,0.020625,0.39437,0,-0.30437
-4.0399,0.02145,0.39437,0,-0.30355
-3.861,0.022275,0.39437,0,-0.30272
-3.6821,0.0231,0.39437,0,-0.3019
-3.5382,0.023925,0.39437,0,-0.30108
-3.3966,0.02475,0.39437,0,-0.30025
-3.255,0.025575,0.39437,0,-0.29943
-3.1133,0.0264,0.39437,0,-0.2986
-2.9742,0.027225,0.39437,0,-0.29778
-2.8598,0.02805,0.39437,0,-0.29695
-2.7454,0.028875,0.39437,0,-0.29612
-2.631,0.0297,0.39437,0,-0.2953
-2.5166,0.030525,0.39437,0,-0.29447
-2.4285,0.03135,0.39437,0,-0.29365
0,0.032175,0.39437,0,-0.29283
-2.3077,0.033,0.39437,0,-0.292
-2.1945,0.033825,0.39437,0,-0.29118
0,0.03465,0.39437,0,-0.29035
0,0.035475,0.39437,0,-0.28953
0,0.0363,0.39437,0,-0.2887
0,0.037125,0.39437,0,-0.28787
0,0.03795,0.39437,0,-0.28705
-1.4406,0.038775,0.39437,0,-0.28622
-1.3796,0.0396,0.39437,0,-0.2854
-1.2755,0.040425,0.39437,0,-0.28457
-1.1714,0.04125,0.39437,0,-0.28375
-1.0673,0.042075,0.39437,0,-0.28293
-0.96324,0.0429,0.39437,0,-0.2821
-0.85915,0.043725,0.39437,0,-0.28128
-0.75506,0.04455,0.39437,0,-0.28045
-0.65098,0.045375,0.39437,0,-0.27962
-0.54689,0.0462,0.39437,0,-0.2788
-0.4428,0.047025,0.39437,0,-0.27797
-0.33996,0.04785,0.39437,0,-0.27715
-0.23733,0.048675,0.39437,0,-0.27632
-0.1347,0.0495,0.39437,0,-0.2755
-0.032073,0.050325,0.39437,0,-0.27468
0.070557,0.05115,0.39437,0,-0.27385
0.17318,0.051975,0.39437,0,-0.27303
0.27581,0.0528,0.39437,0,-0.2722
0.37844,0.053625,0.39437,0,-0.27138
0.48107,0.05445,0.39437,0,-0.27055
0.58219,0.055275,0.39437,0,-0.26972
0.6749,0.0561,0.39437,0,-0.2689
0.76761,0.056925,0.39437,0,-0.26807
0.86032,0.05775,0.39437,0,-0.26725
0.95303,0.058575,0.39437,0,-0.26643
1.0457,0.0594,0.39437,0,-0.2656
1.1384,0.060225,0.39437,0,-0.26478
1.2312,0.06105,0.39437,0,-0.26395
1.3239,0.061875,0.39437,0,-0.26313
1.4166,0.0627,0.39437,0,-0.2623
1.5037,0.063525,0.39437,0,-0.26147
1.5841,0.06435,0.39437,0,-0.26065
1.6645,0.065175,0.39437,0,-0.25982
1.745,0.066,0.39437,0,-0.259
1.8254,0.066825,0.39437,0,-0.25817
1.9058,0.06765,0.39437,0,-0.25735
1.9862,0.068475,0.39437,0,-0.25653
2.0667,0.0693,0.39437,0,-0.2557
