"x_velocity","arc_length","Points:0","Points:1","Points:2"
15.211,0,0.47325,0,-0.325
0,0.00082499,0.47325,0,-0.32418
0,0.00165,0.47325,0,-0.32335
0,0.002475,0.47325,0,-0.32252
0,0.0033,0.47325,0,-0.3217
0,0.004125,0.47325,0,-0.32087
0,0.00495,0.47325,0,-0.32005
0,0.005775,0.47325,0,-0.31923
0,0.0066,0.47325,0,-0.3184
0,0.007425,0.47325,0,-0.31758
0,0.00825,0.47325,0,-0.31675
0,0.009075,0.47325,0,-0.31593
22,0.0099,0.47325,0,-0.3151
0,0.010725,0.47325,0,-0.31427
0,0.01155,0.47325,0,-0.31345
0,0.012375,0.47325,0,-0.31262
0,0.0132,0.47325,0,-0.3118
0,0.014025,0.47325,0,-0.31097
0,0.01485,0.47325,0,-0.31015
0,0.015675,0.47325,0,-0.30933
0,0.0165,0.47325,0,-0.3085
0,0.017325,0.47325,0,-0.30768
0,0.01815,0.47325,0,-0.30685
0,0.018975,0.47325,0,-0.30602
0,0.0198,0.47325,0,-0.3052
0,0.020625,0.47325,0,-0.30437
0,0.02145,0.47325,0,-0.30355
0,0.022275,0.47325,0,-0.30272
0,0.0231,0.47325,0,-0.3019
0,0.023925,0.47325,0,-0.30108
0,0.02475,0.47325,0,-0.30025
0,0.025575,0.47325,0,-0.29943
0,0.0264,0.47325,0,-0.2986
0,0.027225,0.47325,0,-0.29778
0,0.02805,0.47325,0,-0.29695
0,0.028875,0.47325,0,-0.29612
7.1003,0.0297,0.47325,0,-0.2953
7.0168,0.030525,0.47325,0,-0.29447
6.9754,0.03135,0.47325,0,-0.29365
0,0.032175,0.47325,0,-0.29283
0,0.033,0.47325,0,-0.292
0,0.033825,0.47325,0,-0.29118
6.7878,0.03465,0.47325,0,-0.29035
6.6785,0.035475,0.47325,0,-0.28953
6.6011,0.0363,0.47325,0,-0.2887
6.5736,0.037125,0.47325,0,-0.28787
6.5236,0.03795,0.47325,0,-0.28705
6.4737,0.038775,0.47325,0,-0.28622
6.4238,0.0396,0.47325,0,-0.2854
6.3738,0.040425,0.47325,0,-0.28457
6.3239,0.04125,0.47325,0,-0.28375
0,0.042075,0.47325,0,-0.28293
0,0.0429,0.47325,0,-0.2821
0,0.043725,0.47325,0,-0.28128
0,0.04455,0.47325,0,-0.28045
0,0.045375,0.47325,0,-0.27962
0,0.0462,0.47325,0,-0.2788
5.9789,0.047025,0.47325,0,-0.27797
5.9378,0.04785,0.47325,0,-0.27715
5.8966,0.048675,0.47325,0,-0.27632
5.8555,0.0495,0.47325,0,-0.2755
5.8143,0.050325,0.47325,0,-0.27468
5.7732,0.05115,0.47325,0,-0.27385
5.732,0.051975,0.47325,0,-0.27303
5.6909,0.0528,0.47325,0,-0.2722
5.6497,0.053625,0.47325,0,-0.27138
5.6086,0.05445,0.47325,0,-0.27055
5.5674,0.055275,0.47325,0,-0.26972
5.5263,0.0561,0.47325,0,-0.2689
0,0.056925,0.47325,0,-0.26807
0,0.05775,0.47325,0,-0.26725
0,0.058575,0.47325,0,-0.26643
0,0.0594,0.47325,0,-0.2656
0,0.060225,0.47325,0,-0.26478
0,0.06105,0.47325,0,-0.26395
0,0.061875,0.47325,0,-0.26313
0,0.0627,0.47325,0,-0.2623
0,0.063525,0.47325,0,-0.26147
0,0.06435,0.47325,0,-0.26065
0,0.065175,0.47325,0,-0.25982
0,0.066,0.47325,0,-0.259
0,0.066825,0.47325,0,-0.25817
5.0795,0.06765,0.47325,0,-0.25735
5.0414,0.068475,0.47325,0,-0.25653
4.9689,0.0693,0.47325,0,-0.2557
4.8981,0.070125,0.47325,0,-0.25488
4.8156,0.07095,0.47325,0,-0.25405
4.7618,0.071775,0.47325,0,-0.25322
4.725,0.0726,0.47325,0,-0.2524
4.6888,0.073425,0.47325,0,-0.25157
4.6656,0.07425,0.47325,0,-0.25075
4.655,0.075075,0.47325,0,-0.24993
4.63,0.0759,0.47325,0,-0.2491
4.5902,0.076725,0.47325,0,-0.24827
4.5504,0.07755,0.47325,0,-0.24745
4.5105,0.078375,0.47325,0,-0.24663
4.4707,0.0792,0.47325,0,-0.2458
4.4309,0.080025,0.47325,0,-0.24498
4.3911,0.08085,0.47325,0,-0.24415
4.3512,0.081675,0.47325,0,-0.24332
4.3114,0.0825,0.47325,0,-0.2425
4.2716,0.083325,0.47325,0,-0.24168
4.2318,0.08415,0.47325,0,-0.24085
4.1919,0.084975,0.47325,0,-0.24002
4.1521,0.0858,0.47325,0,-0.2392
4.1123,0.086625,0.47325,0,-0.23837
4.0724,0.08745,0.47325,0,-0.23755
4.0326,0.088275,0.47325,0,-0.23673
3.9928,0.0891,0.47325,0,-0.2359
3.953,0.089925,0.47325,0,-0.23507
3.9131,0.09075,0.47325,0,-0.23425
3.8733,0.091575,0.47325,0,-0.23343
3.8335,0.0924,0.47325,0,-0.2326
3.7937,0.093225,0.47325,0,-0.23178
3.7538,0.09405,0.47325,0,-0.23095
3.7138,0.094875,0.47325,0,-0.23012
3.6732,0.0957,0.47325,0,-0.2293
3.6326,0.096525,0.47325,0,-0.22848
3.592,0.09735,0.47325,0,-0.22765
3.5515,0.098175,0.47325,0,-0.22682
3.5109,0.099,0.47325,0,-0.226
3.4703,0.099825,0.47325,0,-0.22517
3.4297,0.10065,0.47325,0,-0.22435
3.3892,0.10147,0.47325,0,-0.22353
3.3486,0.1023,0.47325,0,-0.2227
3.308,0.10312,0.47325,0,-0.22187
3.2674,0.10395,0.47325,0,-0.22105
3.2268,0.10477,0.47325,0,-0.22023
3.1863,0.1056,0.47325,0,-0.2194
3.1457,0.10642,0.47325,0,-0.21858
3.1051,0.10725,0.47325,0,-0.21775
3.0645,0.10807,0.47325,0,-0.21692
3.024,0.1089,0.47325,0,-0.2161
2.9834,0.10972,0.47325,0,-0.21528
2.9428,0.11055,0.47325,0,-0.21445
2.9022,0.11137,0.47325,0,-0.21362
2.8617,0.1122,0.47325,0,-0.2128
2.8211,0.11302,0.47325,0,-0.21197
2.7806,0.11385,0.47325,0,-0.21115
2.7413,0.11467,0.47325,0,-0.21033
2.7021,0.1155,0.47325,0,-0.2095
2.6628,0.11632,0.47325,0,-0.20867
2.6236,0.11715,0.47325,0,-0.20785
2.5843,0.11797,0.47325,0,-0.20703
2.5451,0.1188,0.47325,0,-0.2062
2.5058,0.11962,0.47325,0,-0.20538
2.4666,0.12045,0.47325,0,-0.20455
2.4273,0.12127,0.47325,0,-0.20372
2.3881,0.1221,0.47325,0,-0.2029
2.3488,0.12292,0.47325,0,-0.20208
2.3096,0.12375,0.47325,0,-0.20125
