"x_velocity","arc_length","Points:0","Points:1","Points:2"
18.167,0,0.47325,0,-0.325
16.973,0.00082499,0.47325,0,-0.32418
16.606,0.00165,0.47325,0,-0.32335
14.719,0.002475,0.47325,0,-0.32252
0,0.0033,0.47325,0,-0.3217
0,0.004125,0.47325,0,-0.32087
0,0.00495,0.47325,0,-0.32005
0,0.005775,0.47325,0,-0.31923
0,0.0066,0.47325,0,-0.3184
0,0.007425,0.47325,0,-0.31758
0,0.00825,0.47325,0,-0.31675
0,0.009075,0.47325,0,-0.31593
22,0.0099,0.47325,0,-0.3151
0,0.010725,0.47325,0,-0.31427
0,0.01155,0.47325,0,-0.31345
0,0.012375,0.47325,0,-0.31262
0,0.0132,0.47325,0,-0.3118
0,0.014025,0.47325,0,-0.31097
0,0.01485,0.47325,0,-0.31015
0.12838,0.015675,0.47325,0,-0.30933
0.23729,0.0165,0.47325,0,-0.3085
0.43137,0.017325,0.47325,0,-0.30768
0.55959,0.01815,0.47325,0,-0.30685
0.67773,0.018975,0.47325,0,-0.30602
0.7886,0.0198,0.47325,0,-0.3052
0.91392,0.020625,0.47325,0,-0.30437
1.0392,0.02145,0.47325,0,-0.30355
1.1646,0.022275,0.47325,0,-0.30272
1.2899,0.0231,0.47325,0,-0.3019
1.3984,0.023925,0.47325,0,-0.30108
1.5059,0.02475,0.47325,0,-0.30025
1.6133,0.025575,0.47325,0,-0.29943
1.7208,0.0264,0.47325,0,-0.2986
1.8271,0.027225,0.47325,0,-0.29778
1.9222,0.02805,0.47325,0,-0.29695
2.0173,0.028875,0.47325,0,-0.29612
2.1124,0.0297,0.47325,0,-0.2953
2.2076,0.030525,0.47325,0,-0.29447
2.2814,0.03135,0.47325,0,-0.29365
2.3268,0.032175,0.47325,0,-0.29283
2.3062,0.033,0.47325,0,-0.292
2.5336,0.033825,0.47325,0,-0.29118
2.4717,0.03465,0.47325,0,-0.29035
2.8078,0.035475,0.47325,0,-0.28953
2.9492,0.0363,0.47325,0,-0.2887
0,0.037125,0.47325,0,-0.28787
3.1154,0.03795,0.47325,0,-0.28705
3.1838,0.038775,0.47325,0,-0.28622
3.241,0.0396,0.47325,0,-0.2854
3.3334,0.040425,0.47325,0,-0.28457
3.4257,0.04125,0.47325,0,-0.28375
3.5181,0.042075,0.47325,0,-0.28293
3.6104,0.0429,0.47325,0,-0.2821
3.7028,0.043725,0.47325,0,-0.28128
3.7951,0.04455,0.47325,0,-0.28045
3.8875,0.045375,0.47325,0,-0.27962
3.9798,0.0462,0.47325,0,-0.2788
4.0722,0.047025,0.47325,0,-0.27797
4.1522,0.04785,0.47325,0,-0.27715
4.23,0.048675,0.47325,0,-0.27632
4.3078,0.0495,0.47325,0,-0.2755
4.3857,0.050325,0.47325,0,-0.27468
4.4635,0.05115,0.47325,0,-0.27385
4.5413,0.051975,0.47325,0,-0.27303
4.6191,0.0528,0.47325,0,-0.2722
4.6969,0.053625,0.47325,0,-0.27138
4.7747,0.05445,0.47325,0,-0.27055
4.8501,0.055275,0.47325,0,-0.26972
4.9116,0.0561,0.47325,0,-0.2689
4.9732,0.056925,0.47325,0,-0.26807
5.0347,0.05775,0.47325,0,-0.26725
5.0963,0.058575,0.47325,0,-0.26643
5.1578,0.0594,0.47325,0,-0.2656
5.2194,0.060225,0.47325,0,-0.26478
5.2809,0.06105,0.47325,0,-0.26395
5.3425,0.061875,0.47325,0,-0.26313
5.404,0.0627,0.47325,0,-0.2623
5.459,0.063525,0.47325,0,-0.26147
5.5061,0.06435,0.47325,0,-0.26065
5.5532,0.065175,0.47325,0,-0.25982
5.6003,0.066,0.47325,0,-0.259
5.6474,0.066825,0.47325,0,-0.25817
5.6945,0.06765,0.47325,0,-0.25735
5.7416,0.068475,0.47325,0,-0.25653
5.7887,0.0693,0.47325,0,-0.2557
5.8358,0.070125,0.47325,0,-0.25488
5.8829,0.07095,0.47325,0,-0.25405
5.9197,0.071775,0.47325,0,-0.25322
5.9533,0.0726,0.47325,0,-0.2524
5.9869,0.073425,0.47325,0,-0.25157
6.0204,0.07425,0.47325,0,-0.25075
6.054,0.075075,0.47325,0,-0.24993
6.0876,0.0759,0.47325,0,-0.2491
6.1211,0.076725,0.47325,0,-0.24827
6.1547,0.07755,0.47325,0,-0.24745
6.1883,0.078375,0.47325,0,-0.24663
6.2211,0.0792,0.47325,0,-0.2458
6.2413,0.080025,0.47325,0,-0.24498
6.2616,0.08085,0.47325,0,-0.24415
6.2819,0.081675,0.47325,0,-0.24332
6.3021,0.0825,0.47325,0,-0.2425
6.3224,0.083325,0.47325,0,-0.24168
6.3427,0.08415,0.47325,0,-0.24085
6.3629,0.084975,0.47325,0,-0.24002
6.3832,0.0858,0.47325,0,-0.2392
6.4035,0.086625,0.47325,0,-0.23837
6.4189,0.08745,0.47325,0,-0.23755
6.4259,0.088275,0.47325,0,-0.23673
6.4329,0.0891,0.47325,0,-0.2359
6.4399,0.089925,0.47325,0,-0.23507
6.4469,0.09075,0.47325,0,-0.23425
6.4538,0.091575,0.47325,0,-0.23343
6.4608,0.0924,0.47325,0,-0.2326
6.4678,0.093225,0.47325,0,-0.23178
6.4748,0.09405,0.47325,0,-0.23095
6.4818,0.094875,0.47325,0,-0.23012
6.4804,0.0957,0.47325,0,-0.2293
6.4748,0.096525,0.47325,0,-0.22848
6.4692,0.09735,0.47325,0,-0.22765
6.4637,0.098175,0.47325,0,-0.22682
6.4581,0.099,0.47325,0,-0.226
6.4525,0.099825,0.47325,0,-0.22517
6.447,0.10065,0.47325,0,-0.22435
6.4414,0.10147,0.47325,0,-0.22353
