"Cp","cell_element_type","cell_id","cell_type","cell_zone","density","dynamic_pressure","expr:C_D","expr:C_L","helicity","laminar_kinetic_energy","pressure","pressure_coefficient","q_criterion","raw_q_criterion","skin_friction_coef","strain_rate_mag","total_pressure","turb_diss_rate","turb_intensity","turb_kinetic_energy","turb_reynolds_number_rey","velocity:0","velocity:1","velocity:2","velocity_magnitude","viscosity_lam","viscosity_turb","vorticity_mag","wall_shear","x_velocity","y_plus","y_velocity","z_velocity","vtkValidPointMask","Points:0","Points:1","Points:2"
-0.17066,7,1.1885e+06,1,5688,1.225,121.35,0.36215,0.0033589,3807.5,3.9534,-50.591,-82.598,-1.6285e+06,-1.6285e+06,1.7771,22114,70.757,2413.6,3.5367,14.822,92.012,2.6735,0.021955,18.947,19.135,1.7894e-05,8.5051e-05,22043,1.0885,2.6735,13.751,0.021955,18.947,1,0.31257,0,-0.043929
-0.17841,7,9.0824e+05,1,5688,1.225,108.61,0.36215,0.0033589,4524.1,4.8019,-52.89,-86.35,-1.3647e+06,-1.3647e+06,1.3456,22749,55.725,3035.4,3.8305,17.225,111.06,2.0721,0.045292,16.661,16.789,1.7894e-05,0.00012465,22690,0.8242,2.0721,10.146,0.045292,16.661,1,0.31329,0,-0.038467
-0.18943,7,1.0113e+06,1,5688,1.225,105.7,0.36215,0.0033589,5841.2,5.6695,-56.157,-91.685,-3.1806e+06,-3.1806e+06,2.0411,26788,49.548,3896,4.0604,19.07,96.443,1.9257,0.037335,18.148,18.251,1.7894e-05,9.0014e-05,26668,1.2502,1.9257,13.068,0.037335,18.148,1,0.31391,0,-0.032993
-0.19253,7,1.0217e+06,1,5688,1.225,85.528,0.36215,0.0033589,1437.7,6.8175,-57.074,-93.183,-1.7588e+06,-1.7588e+06,1.4897,27081,28.453,5065.5,4.343,21.501,135.67,1.3561,0.016033,14.722,14.786,1.7894e-05,0.00020341,27030,0.91241,1.3561,8.7404,0.016033,14.722,1,0.31444,0,-0.02751
-0.1997,7,1.0423e+06,1,5688,1.225,88.493,0.36215,0.0033589,8363.5,8.0571,-59.201,-96.656,-6.2254e+05,-6.2254e+05,1.6571,34531,29.291,7150.6,4.6124,23.857,105.21,1.1048,0.066467,15.34,15.381,1.7894e-05,0.00012298,34516,1.0149,1.1048,8.2933,0.066467,15.34,1,0.31487,0,-0.022018
-0.20695,7,1.0301e+06,1,5688,1.225,63.57,0.36215,0.0033589,-855.6,8.8172,-61.35,-100.16,-5.3246e+06,-5.3246e+06,1.9288,32581,2.2199,9225,4.8334,26.228,134.52,0.79699,-0.0093557,13.695,13.723,1.7894e-05,0.00022014,32440,1.1814,0.79699,9.6625,-0.0093557,13.695,1,0.31521,0,-0.016519
-0.21988,7,1.0143e+06,1,5688,1.225,46.983,0.36215,0.0033589,4310.9,9.7889,-65.184,-106.42,-3.543e+06,-3.543e+06,2.4858,32122,-18.201,12702,5.2136,31.017,162.81,0.43668,0.049596,12.931,13.413,1.7894e-05,0.00031089,32013,1.5225,0.43668,12.686,0.049596,12.931,1,0.31545,0,-0.011016
-0.23488,7,8.3401e+05,1,5688,1.225,46.411,0.36215,0.0033589,1459,11.197,-69.631,-113.68,-7.3315e+05,-7.3315e+05,3.9501,36769,-23.22,18514,5.659,36.88,141.45,0.29372,0.01012,16.03,16.396,1.7894e-05,0.00023027,36754,2.4194,0.29372,19.044,0.01012,16.03,1,0.31559,0,-0.0055087
-0.25139,7,9.124e+05,1,5688,1.225,38.983,0.36215,0.0033589,5754,11.723,-74.525,-121.67,6.1941e+05,6.1941e+05,3.0416,36996,-35.542,22639,5.8529,39.774,160.03,0.051331,0.053618,12.739,13.514,1.7894e-05,0.00032596,37016,1.863,0.051331,13.421,0.053618,12.739,1,0.31564,0,0
-0.26873,7,8.07e+05,1,5688,1.225,34.164,0.36215,0.0033589,-2873.8,13.084,-79.664,-130.06,-1.3151e+06,-1.3151e+06,5.2701,40297,-45.5,27816,6.2145,44.994,155.93,-0.25469,-0.017074,16.266,16.825,1.7894e-05,0.00029793,40276,3.2279,-0.25469,22.644,-0.017074,16.266,1,0.31559,0,0.0055087
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31545,0,0.011016
-0.27394,7,1.225e+06,1,5688,1.225,18.341,0.36215,0.0033589,-7868.3,14.901,-81.209,-132.59,2.582e+06,2.582e+06,4.6772,40519,-62.868,33214,6.4887,48.953,186.09,-0.55123,-0.081251,11.645,13.373,1.7894e-05,0.00042627,40574,2.8648,-0.55123,17.873,-0.081251,11.645,1,0.31521,0,0.016519
-0.28247,7,6.5986e+05,1,5688,1.225,17.717,0.36215,0.0033589,1779.4,15.599,-83.739,-136.72,-2.4405e+06,-2.4405e+06,1.3198,49098,-66.022,39929,6.7062,51.911,133.32,-0.54945,0.030553,7.4454,7.5953,1.7894e-05,0.00021007,49052,0.80836,-0.54945,4.7177,0.030553,7.4454,1,0.31487,0,0.022018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31444,0,0.02751
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31391,0,0.032993
-0.31281,7,9.6218e+05,1,5688,1.225,10.383,0.36215,0.0033589,7597.7,15.902,-92.731,-151.4,1.8364e+06,1.8364e+06,6.1602,39651,-82.348,32949,6.6648,51.403,197.37,-1.4099,0.056595,11.867,14.161,1.7894e-05,0.00043322,39692,3.7731,-1.4099,23.961,0.056595,11.867,1,0.31329,0,0.038467
-0.30723,7,9.4611e+05,1,5688,1.225,11.817,0.36215,0.0033589,2785.4,16.214,-91.079,-148.7,-1.3885e+07,-1.3885e+07,4.6982,49272,-79.262,38725,6.7153,51.955,160.67,-1.3983,0.014121,10.042,11.926,1.7894e-05,0.0003303,49000,2.8777,-1.3983,15.084,0.014121,10.042,1,0.31257,0,0.043929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31175,0,0.049377
-0.32848,7,9.451e+05,1,5688,1.225,12.692,0.36215,0.0033589,17039,17.023,-97.379,-158.99,-2.5291e+06,-2.5291e+06,6.8611,48525,-84.687,39794,6.8611,54.106,167.15,-2.4851,0.099804,13.725,15.558,1.7894e-05,0.00032867,48539,4.2024,-2.4851,23.42,0.099804,13.725,1,0.31084,0,0.05481
-0.31211,7,1.3964e+06,1,5688,1.225,13.74,0.36215,0.0033589,2054.5,16.347,-92.526,-151.06,2.428e+06,2.428e+06,3.9759,46099,-78.786,36783,6.7131,51.89,176.09,-1.621,0.020776,8.4991,10.931,1.7894e-05,0.00038198,46175,2.4352,-1.621,13.701,0.020776,8.4991,1,0.30984,0,0.060227
-0.31859,7,8.4099e+05,1,5688,1.225,8.6599,0.36215,0.0033589,-2208.5,17.212,-94.445,-154.2,-1.5343e+07,-1.5343e+07,6.0178,53964,-85.785,40651,6.8926,54.458,151.16,-2.523,-0.014995,11.651,13.227,1.7894e-05,0.00027668,53704,3.6859,-2.523,18.717,-0.014995,11.651,1,0.30874,0,0.065625
-0.32352,7,1.465e+06,1,5688,1.225,12.943,0.36215,0.0033589,18235,17.708,-95.909,-156.59,-2.6146e+07,-2.6146e+07,6.2447,55513,-82.965,43126,6.9329,54.736,143.27,-3.0337,0.11163,12.963,14.396,1.7894e-05,0.00024922,55094,3.8249,-3.0337,19.253,0.11163,12.963,1,0.30755,0,0.071004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30626,0,0.07636
-0.2986,7,1.2372e+06,1,5688,1.225,15.04,0.36215,0.0033589,2464.6,16.186,-88.521,-144.52,1.0229e+07,1.0229e+07,3.9699,45211,-73.481,37058,6.6068,50.535,189.26,-1.917,0.019709,6.7908,10.801,1.7894e-05,0.00047518,45407,2.4316,-1.917,12.205,0.019709,6.7908,1,0.30488,0,0.081694
-0.29217,7,1.0198e+06,1,5688,1.225,9.9538,0.36215,0.0033589,-352.29,16.947,-86.614,-141.41,2.3367e+06,2.3367e+06,4.9486,44832,-76.66,37352,6.8178,53.783,190.73,-2.44,0.010464,8.4743,11.314,1.7894e-05,0.00041922,44865,3.031,-2.44,17.392,0.010464,8.4743,1,0.30341,0,0.087002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30185,0,0.092284
-0.28727,7,1.4399e+06,1,5688,1.225,4.5863,0.36215,0.0033589,-5895.6,17.631,-85.162,-139.04,1.6096e+07,1.6096e+07,4.0947,45022,-80.576,36821,6.9138,54.614,178.69,-2.4811,-0.075344,7.2831,8.9566,1.7894e-05,0.00033252,45353,2.508,-2.4811,15.461,-0.075344,7.2831,1,0.30019,0,0.097538
-0.27563,7,1.1609e+06,1,5688,1.225,11.11,0.36215,0.0033589,5689.1,14.448,-81.71,-133.4,-5.0654e+06,-5.0654e+06,3.8723,42201,-70.6,31014,6.3349,46.611,179.63,-2.3869,0.057987,6.7121,10.065,1.7894e-05,0.00042895,42079,2.3718,-2.3869,12.938,0.057987,6.7121,1,0.29844,0,0.10276
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2966,0,0.10796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29468,0,0.11312
-0.25855,7,2.0842e+06,1,5688,1.225,7.7998,0.36215,0.0033589,-2057.4,15.437,-76.647,-125.14,9.752e+06,9.752e+06,3.9899,47883,-68.847,31344,6.5514,49.274,152.45,-3.7347,-0.021338,8.8846,10.325,1.7894e-05,0.00024538,48083,2.4438,-3.7347,14.856,-0.021338,8.8846,1,0.29266,0,0.11824
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29055,0,0.12333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28835,0,0.12838
-0.23582,7,1.9601e+06,1,5688,1.225,10.171,0.36215,0.0033589,4224,13.926,-69.909,-114.14,-1.7175e+07,-1.7175e+07,5.1575,48998,-59.738,29978,6.217,45.068,152.59,-4.671,0.034907,9.7835,12.698,1.7894e-05,0.00032385,48675,3.1589,-4.671,16.819,0.034907,9.7835,1,0.28607,0,0.1334
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2837,0,0.13837
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28124,0,0.1433
-0.21541,7,1.3219e+06,1,5688,1.225,15.331,0.36215,0.0033589,1204.3,11.879,-63.859,-104.26,-2.0482e+06,-2.0482e+06,4.4803,46688,-48.529,29553,5.9561,42.026,133.34,-5.7241,0.012361,10.576,13.008,1.7894e-05,0.0002696,46670,2.7442,-5.7241,15.388,0.012361,10.576,1,0.27869,0,0.14818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27606,0,0.15303
-0.21021,7,1.4134e+06,1,5688,1.225,14.472,0.36215,0.0033589,1664,11.499,-62.316,-101.74,6.695e+05,6.695e+05,4.4316,37550,-47.844,25321,5.8371,40.705,161.37,-5.9298,0.013188,10.099,12.912,1.7894e-05,0.00037276,37577,2.7144,-5.9298,17.689,0.013188,10.099,1,0.27335,0,0.15782
-0.21076,7,1.3624e+06,1,5688,1.225,19.672,0.36215,0.0033589,5910.8,11.751,-62.481,-102.01,1.0132e+06,1.0132e+06,3.3803,44886,-42.809,26355,5.8726,40.855,134.11,-5.6868,0.060127,9.2874,11.622,1.7894e-05,0.00025437,44904,2.0704,-5.6868,12.283,0.060127,9.2874,1,0.27056,0,0.16257
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26768,0,0.16726
-0.21015,7,1.4286e+06,1,5688,1.225,17.177,0.36215,0.0033589,-2839,10.311,-62.3,-101.71,2.2488e+05,2.2488e+05,4.6413,35960,-45.123,21505,5.5486,36.613,142.97,-7.3527,-0.017918,11.234,13.838,1.7894e-05,0.00030006,36000,2.8428,-7.3527,19.281,-0.017918,11.234,1,0.26472,0,0.17191
-0.20871,7,1.3855e+06,1,5688,1.225,22.072,0.36215,0.0033589,-783.52,10.835,-61.873,-101.02,-2.5544e+06,-2.5544e+06,3.8597,41477,-39.801,23719,5.5915,36.97,128.21,-7.0184,-0.013822,10.342,12.852,1.7894e-05,0.00025397,41411,2.3641,-7.0184,14.397,-0.013822,10.342,1,0.26168,0,0.1765
-0.21131,7,1.4534e+06,1,5688,1.225,18.349,0.36215,0.0033589,-350.1,8.9076,-62.642,-102.27,-7.85e+06,-7.85e+06,3.1434,34885,-44.292,18954,5.2138,33.01,145.18,-6.2527,-0.0013326,8.7746,11.23,1.7894e-05,0.00034213,34685,1.9253,-6.2527,13.375,-0.0013326,8.7746,1,0.25856,0,0.18104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25536,0,0.18553
-0.21939,7,1.4365e+06,1,5688,1.225,21.6,0.36215,0.0033589,292.06,8.5982,-65.037,-106.18,-5.8949e+05,-5.8949e+05,2.6017,32320,-43.437,16228,5.1363,31.558,140.45,-6.5112,4.7071e-05,8.6366,10.921,1.7894e-05,0.00030026,32306,1.5936,-6.5112,12,4.7071e-05,8.6366,1,0.25208,0,0.18996
-0.22445,7,1.4306e+06,1,5688,1.225,33.005,0.36215,0.0033589,-82.209,8.019,-66.538,-108.63,-2.2019e+06,-2.2019e+06,2.2382,35451,-33.533,14381,4.9075,28.564,121.4,-7.0848,0.00030463,9.0713,11.55,1.7894e-05,0.00024036,35388,1.3709,-7.0848,9.6946,0.00030463,9.0713,1,0.24873,0,0.19433
-0.23022,7,1.6424e+06,1,5688,1.225,25.087,0.36215,0.0033589,648.88,6.9674,-68.248,-111.42,-1.4984e+06,-1.4984e+06,2.0843,28419,-43.161,11534,4.5708,25.204,149.15,-6.3274,0.014975,7.7395,10.025,1.7894e-05,0.000386,28377,1.2766,-6.3274,9.7138,0.014975,7.7395,1,0.2453,0,0.19864
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24179,0,0.20289
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23822,0,0.20708
-0.25289,7,5.4152e+06,1,5688,1.225,40.421,0.36215,0.0033589,831.78,6.0911,-74.968,-122.4,-3.6598e+06,-3.6598e+06,1.5993,32275,-34.547,8368.2,4.1844,20.525,115.57,-7.5594,0.0031872,8.3725,11.283,1.7894e-05,0.00026338,32188,0.97958,-7.5594,7.4891,0.0031872,8.3725,1,0.23457,0,0.2112
-0.26369,7,5.5954e+06,1,5688,1.225,51.001,0.36215,0.0033589,2274.3,6.2246,-78.171,-127.63,1.3358e+06,1.3358e+06,2.2798,38202,-27.17,8823.2,4.2514,21.129,98.797,-9.5008,0.02638,10.208,13.948,1.7894e-05,0.00019991,38229,1.3964,-9.5008,9.9733,0.02638,10.208,1,0.23084,0,0.21527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22705,0,0.21926
-0.28128,7,5.0013e+06,1,5688,1.225,49.308,0.36215,0.0033589,-1109.8,5.5783,-83.385,-136.14,9.2565e+05,9.2565e+05,2.4706,31659,-34.077,6766,3.9736,18.289,103.19,-10.474,-0.0096132,10.426,14.78,1.7894e-05,0.00020101,31687,1.5133,-10.474,12.588,-0.0096132,10.426,1,0.22319,0,0.22319
-0.28982,7,4.8392e+06,1,5688,1.225,43.921,0.36215,0.0033589,-1678.6,5.1905,-85.917,-140.27,6.2583e+05,6.2583e+05,2.4394,27155,-41.996,6051.2,3.853,17.361,120.09,-10.238,-0.017909,9.8755,14.226,1.7894e-05,0.00028803,27173,1.4941,-10.238,13.37,-0.017909,9.8755,1,0.21926,0,0.22705
-0.30172,7,4.4809e+06,1,5688,1.225,62.197,0.36215,0.0033589,-1502.5,5.3022,-89.444,-146.03,-2.1907e+06,-2.1907e+06,1.2787,31318,-27.247,6189.5,3.8642,17.135,89.654,-9.4846,-0.020888,8.9143,13.017,1.7894e-05,0.00013721,31220,0.78322,-9.4846,6.6558,-0.020888,8.9143,1,0.21527,0,0.23084
-0.31196,7,5.0863e+06,1,5688,1.225,53.744,0.36215,0.0033589,-1354.1,4.7077,-92.482,-150.99,-3.3932e+05,-3.3932e+05,1.4609,26332,-38.737,4645.5,3.6364,15.209,107.44,-9.5695,-0.014533,8.6091,12.872,1.7894e-05,0.00021367,26329,0.8948,-9.5695,8.1396,-0.014533,8.6091,1,0.2112,0,0.23457
-0.32243,7,5.2186e+06,1,5688,1.225,65.964,0.36215,0.0033589,-318.4,4.6201,-95.584,-156.06,-5.0963e+06,-5.0963e+06,1.0905,31986,-29.621,4461.2,3.5589,14.432,83.111,-9.9219,-0.0014561,8.6339,13.153,1.7894e-05,0.0001278,31837,0.66792,-9.9219,5.8477,-0.0014561,8.6339,1,0.20708,0,0.23822
-0.33229,7,4.8994e+06,1,5688,1.225,64.402,0.36215,0.0033589,-475.41,4.3946,-98.508,-160.83,-2.6923e+06,-2.6923e+06,1.2871,29428,-34.105,3983.4,3.4779,13.819,94.661,-10.248,-0.0041702,8.6217,13.393,1.7894e-05,0.00018105,29339,0.78832,-10.248,6.8233,-0.0041702,8.6217,1,0.20289,0,0.24179
-0.34175,7,4.1287e+06,1,5688,1.225,70.465,0.36215,0.0033589,-800.62,4.4539,-101.31,-165.41,-2.9172e+06,-2.9172e+06,1.2073,30390,-30.847,4161.5,3.521,14.174,81.976,-10.866,-0.007864,8.8364,14.005,1.7894e-05,0.00010877,30296,0.7395,-10.866,7.1277,-0.007864,8.8364,1,0.19864,0,0.2453
-0.35222,7,4.7948e+06,1,5688,1.225,65.712,0.36215,0.0033589,-422.27,4.1289,-104.41,-170.47,-3.9632e+06,-3.9632e+06,1.786,27176,-38.703,3379.2,3.3499,12.759,94.921,-11.915,-0.0060784,9.3132,15.123,1.7894e-05,0.00018352,27046,1.094,-11.915,10.124,-0.0060784,9.3132,1,0.19433,0,0.24873
-0.36113,7,5.0075e+06,1,5688,1.225,70.44,0.36215,0.0033589,239.34,4.0272,-107.06,-174.79,-1.9597e+06,-1.9597e+06,1.4154,25623,-36.616,3131.1,3.2834,12.177,91.13,-11.584,-0.0010753,8.7433,14.514,1.7894e-05,0.00016144,25557,0.86693,-11.584,8.1952,-0.0010753,8.7433,1,0.18996,0,0.25208
-0.36932,7,5.1174e+06,1,5688,1.225,74.337,0.36215,0.0033589,-635.47,3.9958,-109.49,-178.75,-4.8742e+05,-4.8742e+05,0.9548,27283,-35.15,3085,3.2839,12.207,88.161,-10.914,-0.0070503,7.9309,13.491,1.7894e-05,0.00014721,27267,0.58482,-10.914,5.5031,-0.0070503,7.9309,1,0.18553,0,0.25536
-0.37941,7,5.1094e+06,1,5688,1.225,72.11,0.36215,0.0033589,1148,3.8384,-112.48,-183.63,-2.6189e+06,-2.6189e+06,0.9632,25674,-40.365,2824.7,3.2216,11.756,93.227,-10.929,0.019142,7.6559,13.344,1.7894e-05,0.00016651,25592,0.58996,-10.929,5.6922,0.019142,7.6559,1,0.18104,0,0.25856
-0.388,7,5.0323e+06,1,5688,1.225,79.156,0.36215,0.0033589,-778.84,3.8678,-115.02,-187.79,-1.7487e+06,-1.7487e+06,1.5564,26576,-35.867,2893.7,3.2506,12.006,89.94,-13,-0.0051014,8.7704,15.682,1.7894e-05,0.00014829,26512,0.95331,-13,9.7088,-0.0051014,8.7704,1,0.1765,0,0.26168
-0.39532,7,5.213e+06,1,5688,1.225,65.215,0.36215,0.0033589,821.91,3.6837,-117.19,-191.33,-1.4109e+06,-1.4109e+06,0,20958,-51.978,2671.8,3.2345,12.086,132.84,-8.1393,0.0078406,5.3182,9.7229,1.7894e-05,0.00033106,20902,0,-8.1393,0,0.0078406,5.3182,1,0.17191,0,0.26472
-0.40484,7,5.1192e+06,1,5688,1.225,76.69,0.36215,0.0033589,-80.474,3.9366,-120.01,-195.94,-2.5427e+06,-2.5427e+06,1.4843,24351,-43.324,2910.6,3.3079,12.493,93.139,-13.043,-0.0036983,8.1844,15.399,1.7894e-05,0.00014105,24251,0.90916,-13.043,9.9113,-0.0036983,8.1844,1,0.16726,0,0.26768
-0.41147,7,4.9694e+06,1,5688,1.225,81.101,0.36215,0.0033589,393.17,3.9176,-121.98,-199.15,-2.0034e+06,-2.0034e+06,1.4555,25311,-40.88,2887.3,3.304,12.469,92.185,-13.368,0.0057416,8.0405,15.6,1.7894e-05,0.00014199,25237,0.89148,-13.368,9.6925,0.0057416,8.0405,1,0.16257,0,0.27056
-0.41711,7,5.0236e+06,1,5688,1.225,74.332,0.36215,0.0033589,1040.8,4.0586,-123.65,-201.88,-1.8048e+06,-1.8048e+06,1.653,22720,-49.321,3116.6,3.403,13.329,102.58,-13.678,0.011744,7.9379,15.815,1.7894e-05,0.0001584,22648,1.0124,-13.678,12.47,0.011744,7.9379,1,0.15782,0,0.27335
-0.42371,7,5.5231e+06,1,5688,1.225,70.523,0.36215,0.0033589,107.2,4.008,-125.61,-205.08,-1.822e+06,-1.822e+06,1.1252,21913,-55.086,3032.8,3.4032,13.395,121.41,-11.823,0.00084508,6.598,13.54,1.7894e-05,0.00025246,21850,0.68918,-11.823,7.6036,0.00084508,6.598,1,0.15303,0,0.27606
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14818,0,0.27869
-0.43742,7,5.2241e+06,1,5688,1.225,90.177,0.36215,0.0033589,450.73,4.4335,-129.67,-211.71,-6.9547e+05,-6.9547e+05,0.51598,29525,-39.495,3574.8,3.5392,14.358,78.952,-11.993,0.0063619,6.1385,13.473,1.7894e-05,8.1356e-05,29505,0.31603,-11.993,3.2058,0.0063619,6.1385,1,0.1433,0,0.28124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13837,0,0.2837
-0.45202,7,5.1937e+06,1,5688,1.225,77.805,0.36215,0.0033589,741.98,4.8274,-134,-218.78,-6.7107e+05,-6.7107e+05,1.1966,29076,-56.197,4242.9,3.7289,16.037,97.526,-12.888,0.0074535,6.0241,14.227,1.7894e-05,0.00014105,29054,0.73292,-12.888,7.2441,0.0074535,6.0241,1,0.1334,0,0.28607
-0.46366,7,5.1589e+06,1,5688,1.225,73.347,0.36215,0.0033589,1472.2,5.3077,-137.45,-224.41,-2.7863e+06,-2.7863e+06,1.3479,29505,-64.105,5053.2,3.9063,17.593,101.76,-12.911,0.016445,5.7919,14.15,1.7894e-05,0.00014903,29418,0.82558,-12.911,7.9556,0.016445,5.7919,1,0.12838,0,0.28835
-0.4701,7,5.4817e+06,1,5688,1.225,63.45,0.36215,0.0033589,-42.384,5.5754,-139.36,-227.53,-78586,-78586,1.072,28981,-75.911,5397.7,4.0028,18.48,115.56,-11.43,-0.0024301,4.8544,12.419,1.7894e-05,0.00020137,28970,0.6566,-11.43,6.1197,-0.0024301,4.8544,1,0.12333,0,0.29055
-0.47633,7,5.6545e+06,1,5688,1.225,61.126,0.36215,0.0033589,48.496,6.259,-141.21,-230.54,52952,52952,2.1122,29535,-80.081,6688.1,4.2464,20.821,122.25,-13.595,0.0049451,5.5438,14.682,1.7894e-05,0.00021473,29550,1.2937,-13.595,12.045,0.0049451,5.5438,1,0.11824,0,0.29266
-0.48857,7,5.3072e+06,1,5688,1.225,74.027,0.36215,0.0033589,1717.4,6.6547,-144.84,-236.47,-1.0791e+06,-1.0791e+06,0.020208,34787,-70.811,7732,4.3145,21.29,104.34,-9.8079,0.028616,3.8013,10.519,1.7894e-05,0.0001723,34755,0.012378,-9.8079,0.10241,0.028616,3.8013,1,0.11312,0,0.29468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10796,0,0.2966
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10276,0,0.29844
-0.52426,7,4.8992e+06,1,5688,1.225,42.265,0.36215,0.0033589,-3357.4,8.1737,-155.42,-253.74,-1.6432e+05,-1.6432e+05,1.5535,29557,-113.15,11395,4.8604,27.369,170.68,-9.7092,-0.074302,3.223,10.429,1.7894e-05,0.00041142,29566,0.95155,-9.7092,7.3531,-0.074302,3.223,1,0.097538,0,0.30019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092284,0,0.30185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087002,0,0.30341
-0.56595,7,4.9529e+06,1,5688,1.225,36.517,0.36215,0.0033589,3372.9,9.6722,-167.78,-273.92,-1.3901e+06,-1.3901e+06,1.6822,36794,-131.26,18101,5.3491,33.372,150.86,-9.5276,0.05233,2.5948,10.687,1.7894e-05,0.00033199,36779,1.0304,-9.5276,6.9855,0.05233,2.5948,1,0.081694,0,0.30488
-0.58185,7,4.4593e+06,1,5688,1.225,34.97,0.36215,0.0033589,645.68,10.405,-172.49,-281.61,8.3259e+05,8.3259e+05,1.6391,36710,-137.52,20781,5.6344,37.322,153.54,-9.5589,0.0074984,2.4464,10.506,1.7894e-05,0.00031848,36743,1.004,-9.5589,7.227,0.0074984,2.4464,1,0.07636,0,0.30626
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071004,0,0.30755
-0.6041,7,5.3647e+06,1,5688,1.225,21.422,0.36215,0.0033589,2927,11.83,-179.09,-292.38,-9.1458e+05,-9.1458e+05,2.947,34883,-157.66,25292,5.9629,41.829,193.16,-9.2202,0.044176,2.0522,11.211,1.7894e-05,0.00048337,34875,1.8051,-9.2202,12.178,0.044176,2.0522,1,0.065625,0,0.30874
-0.62066,7,5.3795e+06,1,5688,1.225,16.86,0.36215,0.0033589,-8316.4,13.367,-183.99,-300.4,-9.5966e+06,-9.5966e+06,2.05,37110,-167.13,28830,6.2252,45.188,195.56,-6.5985,-0.10369,1.3406,8.6674,1.7894e-05,0.00047456,36877,1.2556,-6.5985,7.2074,-0.10369,1.3406,1,0.060227,0,0.30984
-0.62725,7,5.1768e+06,1,5688,1.225,21.172,0.36215,0.0033589,-2642.7,15.043,-185.95,-303.59,1.1151e+07,1.1151e+07,2.965,41838,-164.77,34066,6.5746,50.032,168.93,-9.5696,-0.030284,1.8056,10.774,1.7894e-05,0.00034427,42104,1.8161,-9.5696,11.653,-0.030284,1.8056,1,0.05481,0,0.31084
