"Cp","cell_element_type","cell_id","cell_type","cell_zone","density","dynamic_pressure","expr:C_D","expr:C_L","helicity","laminar_kinetic_energy","pressure","pressure_coefficient","q_criterion","raw_q_criterion","skin_friction_coef","strain_rate_mag","total_pressure","turb_diss_rate","turb_intensity","turb_kinetic_energy","turb_reynolds_number_rey","velocity:0","velocity:1","velocity:2","velocity_magnitude","viscosity_lam","viscosity_turb","vorticity_mag","wall_shear","x_velocity","y_plus","y_velocity","z_velocity","vtkValidPointMask","Points:0","Points:1","Points:2"
0.589,7,2.1109e+06,1,5688,1.225,159.95,0.36215,0.0033589,6401.9,0.032608,174.61,285.07,-2.6762e+06,-2.6762e+06,0.71609,14764,334.56,0.32015,0.27129,0.077859,5.5807,20.911,0.015649,-2.9304,21.117,1.7894e-05,2.4887e-07,14549,0.4386,20.911,8.8601,0.015649,-2.9304,1,-0.043929,0,-0.31257
0.65817,7,5.7276e+05,1,5688,1.225,135.39,0.36215,0.0033589,5852.2,0.033967,195.11,318.55,-3.9115e+06,-3.9115e+06,0.88119,15679,330.51,0.23137,0.25286,0.06201,5.5559,20.967,0.014253,-2.5618,21.124,1.7894e-05,2.7166e-07,15395,0.53973,20.967,10.702,0.014253,-2.5618,1,-0.038467,0,-0.31329
0.76649,7,2.2254e+06,1,5688,1.225,107.68,0.36215,0.0033589,9895.6,0.036869,227.23,370.98,-3.2937e+06,-3.2937e+06,0.7193,18286,334.91,0.16736,0.23714,0.047665,5.124,17.562,0.090179,-1.7139,17.656,1.7894e-05,1.9363e-07,17922,0.44057,17.562,6.5424,0.090179,-1.7139,1,-0.032993,0,-0.31391
0.94837,7,1.8514e+06,1,5688,1.225,58.386,0.36215,0.0033589,11236,0.066652,281.14,459.01,-7.2604e+06,-7.2604e+06,1.063,35302,339.53,0.19849,0.26876,0.041751,4.0975,14.778,0.1265,-1.2534,14.858,1.7894e-05,1.0173e-07,35078,0.65107,14.778,5.7728,0.1265,-1.2534,1,-0.02751,0,-0.31444
1.3551,7,2.7646e+06,1,5688,1.225,21.975,0.36215,0.0033589,43338,0.13359,401.72,655.87,-5.8779e+07,-5.8779e+07,4.515,1.5129e+05,423.69,0.29875,0.33062,0.030392,2.273,16.553,-0.049856,-1.1196,16.694,1.7894e-05,8.8982e-09,1.509e+05,2.7654,16.553,6.7958,-0.049856,-1.1196,1,-0.022018,0,-0.31487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016519,0,-0.31521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011016,0,-0.31545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0055087,0,-0.31559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9327e-17,0,-0.31564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055087,0,-0.31559
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011016,0,-0.31545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016519,0,-0.31521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022018,0,-0.31487
-0.56728,7,1.0418e+06,1,5688,1.225,19.035,0.36215,0.0033589,7345.8,4.0042,-168.17,-274.56,-3.5472e+05,-3.5472e+05,2.7145,47866,-149.14,21598,4.5948,27.89,71.581,11.467,0.19286,0.83688,11.512,1.7894e-05,0.00012635,47856,1.6627,11.467,8.7743,0.19286,0.83688,1,0.02751,0,-0.31444
-0.44981,7,1.027e+06,1,5688,1.225,22.145,0.36215,0.0033589,4117.5,4.1926,-133.34,-217.71,-2.152e+07,-2.152e+07,3.5024,37498,-111.2,10863,4.1957,22.333,85.221,14.146,0.063835,1.438,14.224,1.7894e-05,0.00020382,36948,2.1452,14.146,13.298,0.063835,1.438,1,0.032993,0,-0.31391
-0.38238,7,8.8566e+05,1,5688,1.225,28.755,0.36215,0.0033589,-2209.8,4.199,-113.36,-185.07,-2.9553e+06,-2.9553e+06,4.0665,28490,-84.603,5398.7,3.5395,14.614,86.683,18.117,-0.012355,2.247,18.257,1.7894e-05,0.00014965,28344,2.4907,18.117,21.643,-0.012355,2.247,1,0.038467,0,-0.31329
-0.35799,7,1.1932e+06,1,5688,1.225,38.369,0.36215,0.0033589,-3708.1,4.1192,-106.13,-173.27,-4.9334e+06,-4.9334e+06,1.8812,24792,-67.756,3912,3.2557,11.908,96.61,13.106,-0.073529,1.8326,13.237,1.7894e-05,0.00020724,24536,1.1523,13.106,9.9057,-0.073529,1.8326,1,0.043929,0,-0.31257
-0.34523,7,1.0277e+06,1,5688,1.225,57.639,0.36215,0.0033589,-9259.3,4.0178,-102.34,-167.09,-1.6879e+06,-1.6879e+06,1.6456,31827,-44.705,3059.6,3.0725,10.174,64.736,14.38,-0.092808,2.3167,14.566,1.7894e-05,7.9793e-05,31776,1.0079,14.38,8.4389,-0.092808,2.3167,1,0.049377,0,-0.31175
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05481,0,-0.31084
-0.29559,7,1.1355e+06,1,5688,1.225,49.608,0.36215,0.0033589,-15764,4.0839,-87.627,-143.06,1.8292e+05,1.8292e+05,2.2847,24652,-38.019,3053.4,3.1553,10.988,100.7,15.399,-0.18011,3.0137,15.7,1.7894e-05,0.00015659,24653,1.3994,15.399,15.383,-0.18011,3.0137,1,0.060227,0,-0.30984
-0.28267,7,1.9262e+06,1,5688,1.225,60.272,0.36215,0.0033589,-6563.6,4.6318,-83.798,-136.81,-2.8785e+06,-2.8785e+06,2.0056,33863,-23.527,4195.4,3.4697,13.494,83.552,14.717,-0.051047,3.12,15.044,1.7894e-05,0.00012133,33781,1.2284,14.717,10.133,-0.051047,3.12,1,0.065625,0,-0.30874
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071004,0,-0.30755
-0.27114,7,8.51e+05,1,5688,1.225,52.847,0.36215,0.0033589,-1884.1,5.5548,-80.38,-131.23,-7.2537e+06,-7.2537e+06,4.7586,34905,-27.533,7157.7,4.0989,19.695,86.751,20.577,-0.0040769,5.1324,21.209,1.7894e-05,9.7087e-05,34699,2.9147,20.577,24.809,-0.0040769,5.1324,1,0.07636,0,-0.30626
-0.26446,7,1.3969e+06,1,5688,1.225,49.313,0.36215,0.0033589,-5741.7,5.8424,-78.399,-128,-5.1565e+06,-5.1565e+06,3.0853,36241,-29.086,7525,4.1355,19.993,100.09,15.592,-0.042624,4.173,16.145,1.7894e-05,0.00016201,36100,1.8897,15.592,15.15,-0.042624,4.173,1,0.081694,0,-0.30488
-0.26131,7,8.3143e+05,1,5688,1.225,51.533,0.36215,0.0033589,-7561.6,6.608,-77.464,-126.47,-1.143e+06,-1.143e+06,4.8373,35451,-25.932,9617.9,4.4469,23.128,97.891,19.746,-0.014018,5.6576,20.541,1.7894e-05,0.00013135,35420,2.9629,19.746,24.965,-0.014018,5.6576,1,0.087002,0,-0.30341
-0.25746,7,8.2413e+05,1,5688,1.225,47.352,0.36215,0.0033589,-6224.3,6.802,-76.323,-124.61,-3.3088e+06,-3.3088e+06,4.8537,38580,-28.971,9903.7,4.4576,23.051,90.785,19.189,-0.014709,5.8632,20.065,1.7894e-05,0.00011138,38504,2.9729,19.189,22.923,-0.014709,5.8632,1,0.092284,0,-0.30185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097538,0,-0.30019
-0.25083,7,8.1813e+05,1,5688,1.225,46.264,0.36215,0.0033589,-9888.2,6.9927,-74.358,-121.4,-3.2e+06,-3.2e+06,5.2717,36386,-28.093,10504,4.5389,23.966,98.69,19.74,-0.015427,6.7911,20.877,1.7894e-05,0.00013134,36293,3.2289,19.74,26.734,-0.015427,6.7911,1,0.10276,0,-0.29844
-0.24689,7,7.665e+05,1,5688,1.225,42.532,0.36215,0.0033589,-9857.1,6.8151,-73.192,-119.5,8.5491e+05,8.5491e+05,5.5127,32683,-30.66,10008,4.4974,23.554,104.03,20.231,-0.0060081,7.3693,21.532,1.7894e-05,0.00013882,32706,3.3765,20.231,30.328,-0.0060081,7.3693,1,0.10796,0,-0.2966
-0.24355,7,9.9219e+05,1,5688,1.225,44.008,0.36215,0.0033589,-9489.7,6.6888,-72.2,-117.88,-3.8944e+06,-3.8944e+06,4.0644,35924,-28.192,9876.7,4.4023,22.608,103.21,16.379,-0.053401,6.292,17.55,1.7894e-05,0.00018212,35823,2.4894,16.379,18.745,-0.053401,6.292,1,0.11312,0,-0.29468
-0.24156,7,8.6873e+05,1,5688,1.225,40.959,0.36215,0.0033589,-7658.3,6.8505,-71.612,-116.92,-1.1183e+06,-1.1183e+06,5.0345,35951,-30.653,10902,4.5412,24.148,99.96,18.499,-0.020412,7.4737,19.953,1.7894e-05,0.000135,35923,3.0836,18.499,25.565,-0.020412,7.4737,1,0.11824,0,-0.29266
-0.2427,7,1.1349e+06,1,5688,1.225,53.312,0.36215,0.0033589,-9799.2,6.4537,-71.948,-117.47,-2.7649e+06,-2.7649e+06,3.2759,39146,-18.636,9139.7,4.2926,21.281,87.603,15.556,-0.060599,6.5976,16.9,1.7894e-05,0.00012236,39074,2.0065,15.556,15.065,-0.060599,6.5976,1,0.12333,0,-0.29055
-0.24145,7,1.1586e+06,1,5688,1.225,47.776,0.36215,0.0033589,-6847,6.3819,-71.578,-116.86,-4.7614e+06,-4.7614e+06,4.1774,35513,-23.802,9465.5,4.3316,21.903,96.245,16.951,-0.031971,7.5515,18.558,1.7894e-05,0.00015185,35387,2.5586,16.951,20.2,-0.031971,7.5515,1,0.12838,0,-0.28835
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1334,0,-0.28607
-0.24343,7,1.5947e+06,1,5688,1.225,40.45,0.36215,0.0033589,-5488.8,5.9025,-72.165,-117.82,3.1781e+05,3.1781e+05,2.9238,30049,-31.715,8159.9,4.1844,20.622,115.25,13.409,-0.057471,6.5588,14.928,1.7894e-05,0.00022413,30063,1.7908,13.409,15.75,-0.057471,6.5588,1,0.13837,0,-0.2837
-0.24681,7,1.1683e+06,1,5688,1.225,44.733,0.36215,0.0033589,-4636.4,6.41,-73.167,-119.46,-2.6874e+06,-2.6874e+06,4.1974,32793,-28.434,8730.8,4.3488,22.075,106.1,16.498,-0.021966,8.4048,18.516,1.7894e-05,0.0001653,32715,2.5709,16.498,22.43,-0.021966,8.4048,1,0.1433,0,-0.28124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14818,0,-0.27869
-0.25017,7,1.7066e+06,1,5688,1.225,50.046,0.36215,0.0033589,-5087.6,6.2615,-74.162,-121.08,-5.6589e+06,-5.6589e+06,3.71,34040,-24.116,7868.2,4.1938,20.227,97.965,15.64,-0.025281,8.6501,17.873,1.7894e-05,0.00015261,33883,2.2724,15.64,18.563,-0.025281,8.6501,1,0.15303,0,-0.27606
-0.25332,7,1.363e+06,1,5688,1.225,51.147,0.36215,0.0033589,-1310.3,6.1308,-75.097,-122.61,-3.8781e+06,-3.8781e+06,2.2429,33282,-23.95,7699.4,4.1643,20.024,106.07,12.256,-0.016112,7.0716,14.15,1.7894e-05,0.00019778,33182,1.3738,12.256,11.177,-0.016112,7.0716,1,0.15782,0,-0.27335
-0.25372,7,1.6974e+06,1,5688,1.225,48.852,0.36215,0.0033589,-4640.8,6.4055,-75.215,-122.8,-2.3137e+06,-2.3137e+06,3.382,34046,-26.363,8393.3,4.2626,21.016,107.53,14.19,-0.031094,8.5095,16.546,1.7894e-05,0.00019927,33980,2.0715,14.19,16.451,-0.031094,8.5095,1,0.16257,0,-0.27056
-0.25766,7,1.598e+06,1,5688,1.225,52.774,0.36215,0.0033589,1036.1,6.6671,-76.382,-124.71,-8.9928e+06,-8.9928e+06,4.8169,37797,-23.608,9063.3,4.3384,21.593,87.684,17.605,0.0011124,10.997,20.758,1.7894e-05,0.000103,37559,2.9503,17.605,23.456,0.0011124,10.997,1,0.16726,0,-0.26768
-0.2558,7,1.2776e+06,1,5688,1.225,57.933,0.36215,0.0033589,135.93,7.0233,-75.833,-123.81,-3.1109e+06,-3.1109e+06,4.2224,37630,-17.9,10144,4.5122,23.546,91.64,16.363,0.00025975,10.608,19.501,1.7894e-05,0.000109,37547,2.5862,16.363,20.741,0.00025975,10.608,1,0.17191,0,-0.26472
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1765,0,-0.26168
-0.25668,7,1.5163e+06,1,5688,1.225,41.188,0.36215,0.0033589,562.23,6.9819,-76.093,-124.23,-3.7911e+06,-3.7911e+06,2.3577,33558,-34.905,10042,4.4764,23.281,123.75,10.55,0.0088699,7.3671,12.871,1.7894e-05,0.00026249,33451,1.4441,10.55,11.05,0.0088699,7.3671,1,0.18104,0,-0.25856
-0.25819,7,1.1377e+06,1,5688,1.225,46.779,0.36215,0.0033589,1069.3,7.9691,-76.54,-124.96,-1.4113e+06,-1.4113e+06,4.7957,38566,-29.761,12851,4.868,27.627,103.09,15.526,0.0049841,11.269,19.192,1.7894e-05,0.00013705,38531,2.9374,15.526,22.636,0.0049841,11.269,1,0.18553,0,-0.25536
-0.25821,7,1.3946e+06,1,5688,1.225,32.002,0.36215,0.0033589,3434.5,7.8899,-76.546,-124.97,1.2212e+06,1.2212e+06,3.5465,29670,-44.544,12952,4.8946,28.3,146.65,11.633,0.041317,8.758,14.762,1.7894e-05,0.00030125,29717,2.1723,11.633,19.582,0.041317,8.758,1,0.18996,0,-0.25208
-0.26263,7,1.4453e+06,1,5688,1.225,41.875,0.36215,0.0033589,1784.7,8.4387,-77.858,-127.11,-7.1263e+06,-7.1263e+06,2.6527,39365,-35.983,14280,4.9647,28.771,122.01,10.199,0.006109,7.9275,12.981,1.7894e-05,0.00024335,39200,1.6248,10.199,10.606,0.006109,7.9275,1,0.19433,0,-0.24873
-0.26296,7,1.48e+06,1,5688,1.225,30.933,0.36215,0.0033589,5077.2,8.7185,-77.954,-127.27,7.956e+05,7.956e+05,2.6734,33784,-47.021,15409,5.1056,30.815,155.82,8.8031,0.08611,7.1398,11.891,1.7894e-05,0.00037055,33811,1.6374,8.8031,11.764,0.08611,7.1398,1,0.19864,0,-0.2453
-0.26441,7,1.1159e+06,1,5688,1.225,35.569,0.36215,0.0033589,3061.4,10.353,-78.384,-127.97,-4.9469e+05,-4.9469e+05,6.8981,42052,-42.815,20409,5.5569,36.026,116.05,16.235,0.0036547,13.624,21.266,1.7894e-05,0.000165,42028,4.2251,16.235,29.77,0.0036547,13.624,1,0.20289,0,-0.24179
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20708,0,-0.23822
-0.2726,7,1.1848e+06,1,5688,1.225,20.948,0.36215,0.0033589,2713,12.345,-80.811,-131.94,8.625e+05,8.625e+05,6.3111,39050,-59.863,27276,6.1136,43.975,152.19,12.704,0.016816,11.428,17.508,1.7894e-05,0.00028471,39083,3.8656,12.704,27.62,0.016816,11.428,1,0.2112,0,-0.23457
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21527,0,-0.23084
-0.27479,7,1.0934e+06,1,5688,1.225,19.118,0.36215,0.0033589,8690.1,14.829,-81.461,-133,-2.2307e+06,-2.2307e+06,7.7132,49734,-62.343,36701,6.5114,48.957,134.93,13.223,0.030331,12.747,18.704,1.7894e-05,0.0002294,49694,4.7243,13.223,27.668,0.030331,12.747,1,0.21926,0,-0.22705
-0.27375,7,2.1373e+06,1,5688,1.225,15.923,0.36215,0.0033589,-1043.6,14.5,-81.154,-132.5,-2.6579e+06,-2.6579e+06,4.9964,40924,-65.231,32131,6.3363,46.546,185.76,7.7769,0.016855,7.7498,13.499,1.7894e-05,0.00046633,40864,3.0603,7.7769,17.793,0.016855,7.7498,1,0.22319,0,-0.22319
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22705,0,-0.21926
-0.27339,7,1.3081e+06,1,5688,1.225,11.057,0.36215,0.0033589,9065.1,17.165,-81.047,-132.32,-3.1063e+07,-3.1063e+07,4.5952,46666,-69.99,34201,6.6648,50.006,171.39,6.6409,0.107,7.0815,11.66,1.7894e-05,0.00034303,46084,2.8145,6.6409,15.819,0.107,7.0815,1,0.23084,0,-0.21527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23457,0,-0.2112
-0.25635,7,2.1451e+06,1,5688,1.225,3.0474,0.36215,0.0033589,10219,19.608,-75.996,-124.07,-4.9139e+06,-4.9139e+06,7.5203,58096,-72.948,38856,6.9356,52.675,139.39,9.0453,0.064403,10.51,14.274,1.7894e-05,0.0001825,58012,4.6062,9.0453,23.723,0.064403,10.51,1,0.23822,0,-0.20708
-0.23961,7,1.7488e+06,1,5688,1.225,12.618,0.36215,0.0033589,3725.9,19.693,-71.032,-115.97,4.2933e+06,4.2933e+06,5.3505,48290,-58.415,43603,7.0048,55.487,196.39,4.9383,0.061674,6.2078,11.657,1.7894e-05,0.00051711,48405,3.2772,4.9383,16.87,0.061674,6.2078,1,0.24179,0,-0.20289
-0.19954,7,1.5993e+06,1,5688,1.225,7.8771,0.36215,0.0033589,6814.1,18.478,-59.155,-96.579,4.8187e+06,4.8187e+06,5.3271,50964,-51.278,32778,6.6543,48.764,169.59,5.2247,0.081766,6.3778,10.936,1.7894e-05,0.00034878,51057,3.2629,5.2247,16.947,0.081766,6.3778,1,0.2453,0,-0.19864
-0.17064,7,1.0344e+06,1,5688,1.225,5.6246,0.36215,0.0033589,16018,17.854,-50.585,-82.588,-1.4789e+07,-1.4789e+07,9.7397,54147,-44.961,37840,6.7183,50.639,154.34,9.6547,0.054323,12.392,17.447,1.7894e-05,0.000317,53900,5.9656,9.6547,29.273,0.054323,12.392,1,0.24873,0,-0.19433
-0.1273,7,1.1265e+06,1,5688,1.225,6.9689,0.36215,0.0033589,4485.4,16.891,-37.737,-61.612,1.1184e+07,1.1184e+07,6.0651,49070,-30.768,31333,6.5241,47.87,169.87,5.715,0.070418,7.8712,12.227,1.7894e-05,0.00038227,49284,3.7149,5.715,20.072,0.070418,7.8712,1,0.25208,0,-0.18996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25536,0,-0.18553
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25856,0,-0.18104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26168,0,-0.1765
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26472,0,-0.17191
0.068412,7,1.1935e+06,1,5688,1.225,13.084,0.36215,0.0033589,4857.6,10.159,20.281,33.111,1.3367e+06,1.3367e+06,3.6651,35103,33.364,20663,5.4081,34.764,144.32,5.8556,0.051379,9.4737,11.446,1.7894e-05,0.00036074,35121,2.2449,5.8556,14.816,0.051379,9.4737,1,0.26768,0,-0.16726
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27056,0,-0.16257
0.073884,7,1.2431e+06,1,5688,1.225,30.853,0.36215,0.0033589,-3349.6,7.1079,21.903,35.76,-5.966e+06,-5.966e+06,2.3607,32730,52.755,9833.7,4.4321,22.592,113.65,6.1636,-0.043964,10.695,12.347,1.7894e-05,0.00025207,32568,1.4459,6.1636,11.131,-0.043964,10.695,1,0.27335,0,-0.15782
0.058225,7,1.1778e+06,1,5688,1.225,41.417,0.36215,0.0033589,-4426.5,6.1976,17.261,28.181,-4.1907e+05,-4.1907e+05,4.2535,27295,58.678,7056.9,4.1052,19.159,107.37,9.2587,-0.020366,16.712,19.107,1.7894e-05,0.00018536,27283,2.6053,9.2587,25.281,-0.020366,16.712,1,0.27606,0,-0.15303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27869,0,-0.14818
0.0028383,7,1.1257e+06,1,5688,1.225,70.195,0.36215,0.0033589,-6867.3,4.7007,0.84142,1.3738,-1.1471e+05,-1.1471e+05,1.4383,25826,71.037,3281.1,3.3361,12.022,88.273,6.6881,-0.086049,13.194,14.793,1.7894e-05,0.00015766,25812,0.88096,6.6881,8.6885,-0.086049,13.194,1,0.28124,0,-0.1433
-0.02818,7,1.0577e+06,1,5688,1.225,84.715,0.36215,0.0033589,-8267.5,4.2643,-8.3538,-13.639,-1.4238e+06,-1.4238e+06,2.405,24941,76.361,2491.7,3.0789,9.9635,71.09,8.4343,-0.040669,17.31,19.256,1.7894e-05,8.0003e-05,24883,1.473,8.4343,15.602,-0.040669,17.31,1,0.2837,0,-0.13837
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28607,0,-0.1334
-0.075958,7,1.2524e+06,1,5688,1.225,101.58,0.36215,0.0033589,-6308.5,3.608,-22.518,-36.764,-1.6272e+06,-1.6272e+06,1.025,18922,79.064,1419.2,2.705,7.3695,77.584,6.6853,-0.089431,14.942,16.37,1.7894e-05,9.819e-05,18847,0.6278,6.6853,7.9388,-0.089431,14.942,1,0.28835,0,-0.12838
-0.091451,7,1.0325e+06,1,5688,1.225,110.89,0.36215,0.0033589,-8177.6,3.3882,-27.111,-44.262,-2.7887e+06,-2.7887e+06,1.845,20446,83.777,1224.2,2.5978,6.7353,66.541,7.8481,-0.035916,18.49,20.087,1.7894e-05,6.9453e-05,20311,1.1301,7.8481,14.943,-0.035916,18.49,1,0.29055,0,-0.12333
-0.098232,7,1.0585e+06,1,5688,1.225,123.81,0.36215,0.0033589,-9158.2,3.2164,-29.121,-47.544,-1.2708e+06,-1.2708e+06,0.83945,21652,94.689,1108.2,2.5212,6.3185,58.719,6.4349,-0.086467,15.92,17.172,1.7894e-05,5.1285e-05,21596,0.51417,6.4349,6.3013,-0.086467,15.92,1,0.29266,0,-0.11824
-0.10174,7,1.0111e+06,1,5688,1.225,128.12,0.36215,0.0033589,-7830.7,3.0588,-30.161,-49.243,-9.5161e+05,-9.5161e+05,1.4434,21652,97.959,1012.6,2.4597,6.0166,55.585,7.0737,-0.036321,18.407,19.719,1.7894e-05,4.5091e-05,21608,0.88408,7.0737,11.17,-0.036321,18.407,1,0.29468,0,-0.11312
-0.10355,7,1.9426e+06,1,5688,1.225,135.45,0.36215,0.0033589,-9222.4,2.8804,-30.697,-50.118,-3.419e+06,-3.419e+06,0.92014,21641,104.76,959.93,2.3997,5.7573,48.179,6.2772,-0.071137,17.168,18.28,1.7894e-05,2.7655e-05,21482,0.56359,6.2772,7.1968,-0.071137,17.168,1,0.2966,0,-0.10796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29844,0,-0.10276
-0.10671,7,1.4027e+06,1,5688,1.225,125.96,0.36215,0.0033589,-7335.7,2.708,-31.633,-51.646,-2.3775e+06,-2.3775e+06,0.57622,18276,94.33,867.01,2.4062,5.977,75.192,5.0738,-0.10188,15.518,16.327,1.7894e-05,9.7929e-05,18155,0.35293,5.0738,4.7427,-0.10188,15.518,1,0.30019,0,-0.097538
-0.10812,7,1.1837e+06,1,5688,1.225,140.19,0.36215,0.0033589,-7587.7,2.6048,-32.053,-52.331,-1.803e+06,-1.803e+06,0.63722,20137,108.13,886.14,2.4083,6.0954,59.667,5.1053,-0.079858,16.62,17.387,1.7894e-05,5.8952e-05,20049,0.3903,5.1053,5.0864,-0.079858,16.62,1,0.30185,0,-0.092284
-0.11312,7,1.0712e+06,1,5688,1.225,137.24,0.36215,0.0033589,-7150.2,2.5494,-33.535,-54.751,-2.1324e+06,-2.1324e+06,1.289,19460,103.71,914.26,2.4384,6.3699,59.462,5.4571,-0.038441,19.021,19.789,1.7894e-05,5.0021e-05,19352,0.78954,5.4571,11.269,-0.038441,19.021,1,0.30341,0,-0.087002
-0.11662,7,1.1449e+06,1,5688,1.225,135.64,0.36215,0.0033589,-5551.8,2.507,-34.573,-56.445,-2.2888e+06,-2.2888e+06,1.2371,18261,101.06,950.96,2.4903,6.7972,66.001,5.0276,-0.036108,18.768,19.43,1.7894e-05,6.628e-05,18141,0.75772,5.0276,10.964,-0.036108,18.768,1,0.30488,0,-0.081694
-0.12034,7,1.0586e+06,1,5688,1.225,142.49,0.36215,0.0033589,-5167.7,2.4807,-35.674,-58.243,-2.0211e+06,-2.0211e+06,1.232,19480,106.82,1019,2.5604,7.3542,60.019,4.7688,-0.027961,19.103,19.69,1.7894e-05,4.886e-05,19378,0.75459,4.7688,10.571,-0.027961,19.103,1,0.30626,0,-0.07636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30755,0,-0.071004
-0.13058,7,1.3992e+06,1,5688,1.225,142.39,0.36215,0.0033589,-2416.6,2.569,-38.711,-63.202,-2.6498e+06,-2.6498e+06,1.1962,20478,103.68,1231.7,2.7698,8.942,62.241,4.0204,-0.012486,18.897,19.32,1.7894e-05,4.6086e-05,20354,0.73266,4.0204,9.8584,-0.012486,18.897,1,0.30874,0,-0.065625
-0.13708,7,1.8391e+06,1,5688,1.225,138.78,0.36215,0.0033589,-1173.8,2.756,-40.637,-66.347,-2.3167e+06,-2.3167e+06,0.70838,20454,98.141,1409.9,2.9381,10.207,79.985,3.3009,-0.010666,16.811,17.132,1.7894e-05,8.9964e-05,20348,0.43388,3.3009,5.293,-0.010666,16.811,1,0.30984,0,-0.060227
-0.14734,7,8.3368e+05,1,5688,1.225,134.97,0.36215,0.0033589,157.98,3.0387,-43.68,-71.314,-2.1174e+06,-2.1174e+06,1.7217,20737,91.29,1657.4,3.1195,11.568,76.654,3.5227,0.0025791,19.955,20.263,1.7894e-05,6.4984e-05,20637,1.0545,3.5227,14.078,0.0025791,19.955,1,0.31084,0,-0.05481
-0.15716,7,7.8469e+05,1,5688,1.225,139.28,0.36215,0.0033589,3485.9,3.3618,-46.591,-76.068,-2.2431e+06,-2.2431e+06,1.1788,23319,92.686,1978,3.2837,12.817,68.976,2.9317,0.022106,18.343,18.576,1.7894e-05,4.7354e-05,23221,0.72203,2.9317,8.6602,0.022106,18.343,1,0.31175,0,-0.049377
