"Cp","cell_element_type","cell_id","cell_type","cell_zone","density","dynamic_pressure","expr:C_D","expr:C_Lift","helicity","laminar_kinetic_energy","pressure_coefficient","q_criterion","raw_q_criterion","skin_friction_coef","strain_rate_mag","total_pressure","turb_diss_rate","turb_intensity","turb_kinetic_energy","turb_reynolds_number_rey","velocity:0","velocity:1","velocity:2","velocity_magnitude","viscosity_lam","viscosity_turb","vorticity_mag","wall_shear","x_velocity","y_plus","y_velocity","z_velocity","vtkValidPointMask","Points:0","Points:1","Points:2"
-0.58886,7,4.0682e+06,1,6552,1.225,2.6803,0.38162,0.10885,2059.8,1.9579,-285.01,7040.7,7040.7,0,17416,-171.89,5583.7,3.257,13.977,89.438,1.3585,0.12409,-0.35942,1.7666,1.7894e-05,0.00025047,17421,0,1.3585,0,0.12409,-0.35942,1,0.09227,0,0.3018
-0.6061,7,3.9635e+06,1,6552,1.225,4.4656,0.38162,0.10885,1855.9,1.8449,-293.35,96497,96497,0,16105,-175.21,5604.1,3.2639,14.158,92.97,2.1857,0.12457,-0.56757,2.4307,1.7894e-05,0.00027577,16115,0,2.1857,0,0.12457,-0.56757,1,0.086988,0,0.30336
-0.62353,7,3.9321e+06,1,6552,1.225,5.5588,0.38162,0.10885,1953.5,1.8496,-301.79,1.4766e+05,1.4766e+05,0,16600,-179.29,6073.2,3.309,14.597,90.755,2.6369,0.12773,-0.65367,2.8272,1.7894e-05,0.00026942,16614,0,2.6369,0,0.12773,-0.65367,1,0.081681,0,0.30484
-0.64034,7,3.9733e+06,1,6552,1.225,8.0194,0.38162,0.10885,2027.8,1.784,-309.92,2.0225e+05,2.0225e+05,0,16700,-181.81,6310.6,3.3306,14.883,92.159,3.2408,0.13212,-0.75373,3.4306,1.7894e-05,0.00028256,16717,0,3.2408,0,0.13212,-0.75373,1,0.076348,0,0.30622
-0.65694,7,3.9788e+06,1,6552,1.225,10.938,0.38162,0.10885,1982.6,1.7014,-317.96,2.568e+05,2.568e+05,0,16546,-183.81,6459.4,3.3433,15.096,93.925,3.8618,0.13156,-0.83768,4.0235,1.7894e-05,0.00029751,16567,0,3.8618,0,0.13156,-0.83768,1,0.070992,0,0.3075
-0.67336,7,3.9864e+06,1,6552,1.225,12.459,0.38162,0.10885,2044.7,1.7168,-325.9,2.9504e+05,2.9504e+05,0,17671,-187.16,7013.7,3.3862,15.516,91.061,4.1776,0.12776,-0.84155,4.3053,1.7894e-05,0.00028647,17694,0,4.1776,0,0.12776,-0.84155,1,0.065615,0,0.30869
-0.68922,7,3.9314e+06,1,6552,1.225,15.278,0.38162,0.10885,1994.1,1.6763,-333.58,3.1651e+05,3.1651e+05,0,17778,-189.04,7277,3.4109,15.813,92.104,4.6761,0.1257,-0.8641,4.7706,1.7894e-05,0.00029602,17804,0,4.6761,0,0.1257,-0.8641,1,0.060217,0,0.30979
-0.70407,7,3.908e+06,1,6552,1.225,19.105,0.38162,0.10885,1833.7,1.5896,-340.77,3.7048e+05,3.7048e+05,0,17187,-189.62,7298.2,3.4177,15.973,94.915,5.2855,0.12152,-0.8866,5.3656,1.7894e-05,0.00031499,17216,0,5.2855,0,0.12152,-0.8866,1,0.054802,0,0.3108
-0.71825,7,3.9177e+06,1,6552,1.225,21.088,0.38162,0.10885,1818.7,1.6004,-347.63,4.0859e+05,4.0859e+05,0,17903,-191.84,7767.6,3.4552,16.35,93.19,5.5955,0.11674,-0.84537,5.6632,1.7894e-05,0.0003086,17934,0,5.5955,0,0.11674,-0.84537,1,0.049369,0,0.3117
-0.73158,7,3.9123e+06,1,6552,1.225,22.806,0.38162,0.10885,1867.7,1.6233,-354.08,4.1493e+05,4.1493e+05,0,18815,-194.07,8307.1,3.4957,16.752,91.066,5.8543,0.11439,-0.78587,5.9104,1.7894e-05,0.00029979,18848,0,5.8543,0,0.11439,-0.78587,1,0.043922,0,0.31252
-0.7432,7,3.8278e+06,1,6552,1.225,27.677,0.38162,0.10885,1724.8,1.5021,-359.71,4.7062e+05,4.7062e+05,0,17745,-192.65,8115.4,3.4878,16.793,95.095,6.4901,0.11243,-0.75757,6.5375,1.7894e-05,0.00032475,17781,0,6.4901,0,0.11243,-0.75757,1,0.038461,0,0.31324
-0.75388,7,3.7475e+06,1,6552,1.225,30.58,0.38162,0.10885,1676.2,1.4719,-364.88,5.2147e+05,5.2147e+05,0,17818,-192.91,8340.9,3.5073,17.029,95.252,6.8569,0.10853,-0.68365,6.8937,1.7894e-05,0.0003279,17857,0,6.8569,0,0.10853,-0.68365,1,0.032988,0,0.31386
-0.76367,7,3.6771e+06,1,6552,1.225,30.799,0.38162,0.10885,1721.1,1.5535,-369.62,5.7454e+05,5.7454e+05,0,19193,-195.59,9095.1,3.5601,17.506,90.924,6.9121,0.10265,-0.57415,6.9381,1.7894e-05,0.00030602,19232,0,6.9121,0,0.10265,-0.57415,1,0.027505,0,0.31439
-0.77196,7,3.6032e+06,1,6552,1.225,36.77,0.38162,0.10885,1512.2,1.4078,-373.63,5.9922e+05,5.9922e+05,0,17743,-192.08,8657.5,3.5377,17.418,96.582,7.5728,0.09719,-0.49848,7.5916,1.7894e-05,0.00033792,17787,0,7.5728,0,0.09719,-0.49848,1,0.022014,0,0.31482
-0.77932,7,3.5822e+06,1,6552,1.225,39.86,0.38162,0.10885,1379.3,1.3831,-377.19,6.0091e+05,6.0091e+05,0,17668,-191.17,8801,3.5531,17.608,97.456,7.9057,0.089918,-0.38487,7.9172,1.7894e-05,0.00034309,17714,0,7.9057,0,0.089918,-0.38487,1,0.016517,0,0.31516
-0.7857,7,3.6125e+06,1,6552,1.225,39.862,0.38162,0.10885,1300.1,1.4731,-380.28,5.7509e+05,5.7509e+05,0,18815,-193.06,9519.9,3.6042,18.064,93.73,7.9258,0.081522,-0.24932,7.9313,1.7894e-05,0.00032405,18860,0,7.9258,0,0.081522,-0.24932,1,0.011014,0,0.3154
-0.78985,7,3.6499e+06,1,6552,1.225,44.324,0.38162,0.10885,1129,1.3822,-382.29,6.5844e+05,6.5844e+05,0,17964,-189.83,9285.7,3.5934,18.037,96.431,8.376,0.076792,-0.11494,8.3784,1.7894e-05,0.00033902,18011,0,8.376,0,0.076792,-0.11494,1,0.0055078,0,0.31554
-0.79314,7,6.3831e+06,1,6552,1.225,48.113,0.38162,0.10885,1081.3,1.3231,-383.88,6.9959e+05,6.9959e+05,0,17651,-187.01,9220.9,3.5923,18.088,98.495,8.7312,0.075755,0.029518,8.733,1.7894e-05,0.00034985,17700,0,8.7312,0,0.075755,0.029518,1,1.9324e-17,0,0.31559
-0.79563,7,9.9422e+06,1,6552,1.225,48.643,0.38162,0.10885,1139.3,1.3769,-385.09,7.4739e+05,7.4739e+05,0,18553,-187.22,9747.9,3.6274,18.418,96.269,8.7769,0.075346,0.17844,8.7801,1.7894e-05,0.00033893,18601,0,8.7769,0,0.075346,0.17844,1,-0.0055078,0,0.31554
-0.79676,7,1.1952e+07,1,6552,1.225,50.125,0.38162,0.10885,1139.2,1.3942,-385.63,8.8694e+05,8.8694e+05,0,18857,-186.07,10040,3.6499,18.647,95.684,8.9119,0.073149,0.32945,8.9191,1.7894e-05,0.00033643,18910,0,8.9119,0,0.073149,0.32945,1,-0.011014,0,0.3154
-0.79638,7,1.231e+07,1,6552,1.225,54.151,0.38162,0.10885,1070.4,1.3243,-385.45,9.3989e+05,9.3989e+05,0,18344,-181.94,9858.7,3.6418,18.632,98.354,9.2562,0.070378,0.50147,9.2713,1.7894e-05,0.00034966,18401,0,9.2562,0,0.070378,0.50147,1,-0.016517,0,0.31516
-0.7951,7,1.2309e+07,1,6552,1.225,54.657,0.38162,0.10885,1067.8,1.3659,-384.83,9.8506e+05,9.8506e+05,0,19048,-181.05,10297,3.6693,18.894,96.485,9.2911,0.066762,0.66365,9.316,1.7894e-05,0.00034098,19105,0,9.2911,0,0.066762,0.66365,1,-0.022014,0,0.31482
-0.79288,7,1.2328e+07,1,6552,1.225,53.45,0.38162,0.10885,1104.2,1.4581,-383.75,1.0134e+06,1.0134e+06,0,20352,-181.6,11033,3.713,19.286,92.701,9.1795,0.063118,0.81496,9.2164,1.7894e-05,0.00032333,20409,0,9.1795,0,0.063118,0.81496,1,-0.027505,0,0.31439
-0.78987,7,1.2341e+07,1,6552,1.225,56.192,0.38162,0.10885,1049.9,1.438,-382.29,9.4801e+05,9.4801e+05,0,20743,-177.96,11174,3.7188,19.386,94.134,9.3729,0.058741,0.99811,9.427,1.7894e-05,0.00032946,20800,0,9.3729,0,0.058741,0.99811,1,-0.032988,0,0.31386
-0.78454,7,1.2349e+07,1,6552,1.225,57.836,0.38162,0.10885,971.01,1.4428,-379.72,9.868e+05,9.868e+05,0,21488,-174.74,11470,3.7309,19.531,94.204,9.4698,0.052845,1.1754,9.5436,1.7894e-05,0.00032909,21545,0,9.4698,0,0.052845,1.1754,1,-0.038461,0,0.31324
-0.77791,7,1.2341e+07,1,6552,1.225,59.534,0.38162,0.10885,817.7,1.4266,-376.51,1.0357e+06,1.0357e+06,0,21476,-171.08,11517,3.7337,19.58,94.385,9.5887,0.045301,1.3591,9.6856,1.7894e-05,0.00033038,21534,0,9.5887,0,0.045301,1.3591,1,-0.043922,0,0.31252
-0.77121,7,1.2312e+07,1,6552,1.225,61.891,0.38162,0.10885,623.95,1.3724,-373.26,9.5131e+05,9.5131e+05,0,20038,-166.73,11123,3.7241,19.509,95.821,9.7929,0.039137,1.5584,9.917,1.7894e-05,0.00033921,20098,0,9.7929,0,0.039137,1.5584,1,-0.049369,0,0.3117
-0.76291,7,1.2294e+07,1,6552,1.225,63.95,0.38162,0.10885,497.73,1.34,-369.25,9.0938e+05,9.0938e+05,0,18978,-162.21,10948,3.7278,19.565,97.151,9.9564,0.036453,1.7705,10.114,1.7894e-05,0.00034731,19037,0,9.9564,0,0.036453,1.7705,1,-0.054802,0,0.3108
-0.7524,7,1.2288e+07,1,6552,1.225,63.271,0.38162,0.10885,495.14,1.3935,-364.16,7.8571e+05,7.8571e+05,0,20315,-159.78,11572,3.7528,19.803,94.245,9.8591,0.036242,1.9289,10.047,1.7894e-05,0.00033422,20369,0,9.8591,0,0.036242,1.9289,1,-0.060217,0,0.30979
-0.74153,7,1.2266e+07,1,6552,1.225,65.174,0.38162,0.10885,632.76,1.3508,-358.9,6.5328e+05,6.5328e+05,0,20384,-154.65,11487,3.7386,19.691,94.052,9.9682,0.04021,2.1231,10.193,1.7894e-05,0.00033356,20437,0,9.9682,0,0.04021,2.1231,1,-0.065615,0,0.30869
-0.73053,7,1.2233e+07,1,6552,1.225,66.492,0.38162,0.10885,725.84,1.3205,-353.58,6.3519e+05,6.3519e+05,0,19917,-150.07,11335,3.7317,19.634,94.01,10.048,0.041609,2.3193,10.313,1.7894e-05,0.00033464,19972,0,10.048,0,0.041609,2.3193,1,-0.070992,0,0.3075
-0.71858,7,1.2194e+07,1,6552,1.225,66.171,0.38162,0.10885,577,1.3562,-347.79,8.4722e+05,8.4722e+05,0,19748,-146.85,11558,3.7565,19.864,93.539,10,0.034441,2.5019,10.309,1.7894e-05,0.00033424,19808,0,10,0,0.034441,2.5019,1,-0.076348,0,0.30622
-0.70327,7,1.217e+07,1,6552,1.225,70.139,0.38162,0.10885,475.05,1.2444,-340.38,1.0289e+06,1.0289e+06,0,18699,-138.35,10968,3.7176,19.539,95.926,10.253,0.032417,2.7559,10.619,1.7894e-05,0.00034552,18763,0,10.253,0,0.032417,2.7559,1,-0.081681,0,0.30484
-0.68752,7,1.2151e+07,1,6552,1.225,71.522,0.38162,0.10885,506.42,1.2035,-332.76,1.1144e+06,1.1144e+06,0,18602,-132.29,10838,3.7034,19.424,96.053,10.304,0.033528,2.9588,10.722,1.7894e-05,0.00034627,18667,0,10.304,0,0.033528,2.9588,1,-0.086988,0,0.30336
-0.67157,7,1.2138e+07,1,6552,1.225,68.057,0.38162,0.10885,656.77,1.3026,-325.04,1.148e+06,1.148e+06,0,20306,-131.03,11640,3.742,19.764,92.064,9.9873,0.036274,3.0574,10.446,1.7894e-05,0.00032819,20371,0,9.9873,0,0.036274,3.0574,1,-0.09227,0,0.3018
-0.6539,7,1.2122e+07,1,6552,1.225,68.016,0.38162,0.10885,752.11,1.3157,-316.49,1.1141e+06,1.1141e+06,0,21045,-125.83,11901,3.7492,19.847,91.863,9.9111,0.034617,3.2215,10.423,1.7894e-05,0.00032603,21107,0,9.9111,0,0.034617,3.2215,1,-0.097523,0,0.30014
-0.63524,7,1.2101e+07,1,6552,1.225,69.203,0.38162,0.10885,599.85,1.265,-307.46,1.1407e+06,1.1407e+06,0,20396,-119.12,11555,3.7281,19.655,92.543,9.9498,0.025694,3.4215,10.523,1.7894e-05,0.00032956,20459,0,9.9498,0,0.025694,3.4215,1,-0.10275,0,0.2984
-0.61661,7,1.208e+07,1,6552,1.225,72.125,0.38162,0.10885,254.75,1.199,-298.44,1.148e+06,1.148e+06,0,20057,-110.67,11169,3.7008,19.434,95.931,10.074,0.01454,3.6535,10.717,1.7894e-05,0.0003418,20123,0,10.074,0,0.01454,3.6535,1,-0.10794,0,0.29656
-0.59778,7,1.2056e+07,1,6552,1.225,72.617,0.38162,0.10885,256.17,1.1962,-289.33,1.0001e+06,1.0001e+06,0,20316,-104.6,11209,3.6997,19.436,96.693,10.029,0.014628,3.836,10.74,1.7894e-05,0.0003437,20380,0,10.029,0,0.014628,3.836,1,-0.1131,0,0.29463
-0.57812,7,1.2012e+07,1,6552,1.225,67.101,0.38162,0.10885,550.04,1.3445,-279.81,6.5836e+05,6.5836e+05,0,22194,-104.28,12261,3.7574,19.93,90.938,9.5758,0.019759,3.8624,10.327,1.7894e-05,0.00031966,22249,0,9.5758,0,0.019759,3.8624,1,-0.11822,0,0.29261
-0.55549,7,1.1974e+07,1,6552,1.225,73.32,0.38162,0.10885,496.98,1.1301,-268.86,8.1703e+05,8.1703e+05,0,19137,-91.354,10733,3.6739,19.195,96.848,9.9644,0.017751,4.2244,10.825,1.7894e-05,0.00034697,19198,0,9.9644,0,0.017751,4.2244,1,-0.12331,0,0.2905
-0.53238,7,1.193e+07,1,6552,1.225,71.909,0.38162,0.10885,367.83,1.129,-257.67,9.9017e+05,9.9017e+05,0,18807,-85.914,10673,3.673,19.173,95.856,9.8114,0.012935,4.3592,10.739,1.7894e-05,0.00034419,18870,0,9.8114,0,0.012935,4.3592,1,-0.12836,0,0.28831
-0.50872,7,1.1889e+07,1,6552,1.225,69.577,0.38162,0.10885,304.55,1.1549,-246.22,1.1323e+06,1.1323e+06,0,18971,-81.232,10837,3.6816,19.234,93.926,9.5882,0.011049,4.4555,10.575,1.7894e-05,0.00033722,19035,0,9.5882,0,0.011049,4.4555,1,-0.13337,0,0.28602
-0.48542,7,1.1851e+07,1,6552,1.225,70.559,0.38162,0.10885,280.09,1.1002,-234.94,1.1303e+06,1.1303e+06,0,18565,-73.343,10515,3.654,18.985,94.678,9.5772,0.0077189,4.6498,10.649,1.7894e-05,0.00034036,18631,0,9.5772,0,0.0077189,4.6498,1,-0.13835,0,0.28365
-0.46132,7,1.1808e+07,1,6552,1.225,69.205,0.38162,0.10885,179.29,1.1143,-223.28,1.149e+06,1.149e+06,0,19084,-67.554,10671,3.6538,18.973,93.282,9.3978,0.0023242,4.764,10.539,1.7894e-05,0.00033409,19149,0,9.3978,0,0.0023242,4.764,1,-0.14327,0,0.28119
-0.43644,7,1.1757e+07,1,6552,1.225,63.478,0.38162,0.10885,99.591,1.237,-211.24,1.2184e+06,1.2184e+06,0,20812,-65.906,11530,3.6962,19.312,87.303,8.9294,-0.0027967,4.7232,10.104,1.7894e-05,0.00030972,20875,0,8.9294,0,-0.0027967,4.7232,1,-0.14816,0,0.27865
-0.41103,7,1.1719e+07,1,6552,1.225,66.124,0.38162,0.10885,-34.685,1.1421,-198.94,1.1357e+06,1.1357e+06,0,19756,-55.725,10856,3.6511,18.917,90.535,9.0167,-0.0088972,4.9714,10.299,1.7894e-05,0.00032244,19821,0,9.0167,0,-0.0088972,4.9714,1,-0.153,0,0.27602
-0.38477,7,1.1674e+07,1,6552,1.225,65.244,0.38162,0.10885,-211.72,1.1343,-186.23,1.0808e+06,1.0808e+06,0,19765,-48.823,10797,3.6426,18.833,90.265,8.8666,-0.015183,5.0947,10.229,1.7894e-05,0.00032122,19828,0,8.8666,0,-0.015183,5.0947,1,-0.15779,0,0.27331
-0.35767,7,1.162e+07,1,6552,1.225,60.545,0.38162,0.10885,-395.02,1.2236,-173.11,1.072e+06,1.072e+06,0,21080,-45.487,11421,3.6736,19.079,86.034,8.4592,-0.01967,5.0641,9.8622,1.7894e-05,0.00030393,21139,0,8.4592,0,-0.01967,5.0641,1,-0.16254,0,0.27051
-0.32923,7,1.157e+07,1,6552,1.225,57.869,0.38162,0.10885,-358.93,1.2723,-159.35,1.2232e+06,1.2232e+06,0,22721,-39.732,11834,3.6781,19.099,83.593,8.1595,-0.015153,5.0768,9.6128,1.7894e-05,0.00029032,22781,0,8.1595,0,-0.015153,5.0768,1,-0.16724,0,0.26764
-0.3015,7,1.1523e+07,1,6552,1.225,58.341,0.38162,0.10885,-187.44,1.2241,-145.93,1.0615e+06,1.0615e+06,0,22186,-31.039,11430,3.6495,18.84,85.213,8.0897,-0.010493,5.2298,9.6369,1.7894e-05,0.00029615,22244,0,8.0897,0,-0.010493,5.2298,1,-0.17188,0,0.26468
-0.27244,7,1.1475e+07,1,6552,1.225,58.005,0.38162,0.10885,-217.17,1.1856,-131.86,9.6932e+05,9.6932e+05,0,21564,-22.761,11097,3.6283,18.645,86.33,7.9739,-0.013495,5.3581,9.611,1.7894e-05,0.00030096,21620,0,7.9739,0,-0.013495,5.3581,1,-0.17648,0,0.26164
-0.24254,7,1.1435e+07,1,6552,1.225,58.517,0.38162,0.10885,-248.65,1.1054,-117.39,1.0164e+06,1.0164e+06,0,20386,-13.383,10460,3.5837,18.233,87.41,7.9273,-0.016446,5.5241,9.6663,1.7894e-05,0.00030652,20443,0,7.9273,0,-0.016446,5.5241,1,-0.18101,0,0.25852
-0.21312,7,1.1417e+07,1,6552,1.225,60.072,0.38162,0.10885,-190.63,1.0034,-103.15,1.0188e+06,1.0188e+06,0,18879,-3.1063,9665.7,3.529,17.742,89.904,7.9434,-0.01889,5.7391,9.8045,1.7894e-05,0.00031751,18938,0,7.9434,0,-0.01889,5.7391,1,-0.1855,0,0.25532
-0.18369,7,1.1401e+07,1,6552,1.225,56.79,0.38162,0.10885,-227.47,1.0367,-88.904,9.89e+05,9.89e+05,0,19093,2.3363,9786.6,3.5347,17.759,87.653,7.6346,-0.020302,5.723,9.5461,1.7894e-05,0.00030909,19151,0,7.6346,0,-0.020302,5.723,1,-0.18993,0,0.25204
-0.15249,7,1.1377e+07,1,6552,1.225,56.477,0.38162,0.10885,-269.58,1.0151,-73.806,8.0255e+05,8.0255e+05,0,19489,11.271,9663.5,3.5111,17.556,88.874,7.4838,-0.022172,5.8143,9.4823,1.7894e-05,0.00031111,19542,0,7.4838,0,-0.022172,5.8143,1,-0.1943,0,0.24869
-0.1215,7,1.1349e+07,1,6552,1.225,56.619,0.38162,0.10885,-230.45,0.95337,-58.808,8.0408e+05,8.0408e+05,0,18796,20.6,9166.7,3.4677,17.165,90.066,7.3916,-0.021586,5.9466,9.4932,1.7894e-05,0.00031547,18850,0,7.3916,0,-0.021586,5.9466,1,-0.19861,0,0.24526
-0.090649,7,1.1313e+07,1,6552,1.225,54.102,0.38162,0.10885,-179.99,0.95031,-43.874,8.8562e+05,8.8562e+05,0,18518,27.229,9002.3,3.4518,16.986,88.23,7.1403,-0.021117,5.9435,9.2978,1.7894e-05,0.00030898,18573,0,7.1403,0,-0.021117,5.9435,1,-0.20286,0,0.24176
-0.05989,7,1.1282e+07,1,6552,1.225,52.672,0.38162,0.10885,-189.46,0.93069,-28.987,9.2342e+05,9.2342e+05,0,18064,34.918,8771.3,3.4333,16.809,88.458,6.9476,-0.026695,5.9892,9.1811,1.7894e-05,0.00031008,18119,0,6.9476,0,-0.026695,5.9892,1,-0.20705,0,0.23818
-0.028456,7,1.1251e+07,1,6552,1.225,51.747,0.38162,0.10885,-360.57,0.90134,-13.773,9.0061e+05,9.0061e+05,0,18080,43.312,8543.5,3.4024,16.53,88.496,6.7737,-0.032818,6.0429,9.0854,1.7894e-05,0.00030894,18135,0,6.7737,0,-0.032818,6.0429,1,-0.21117,0,0.23453
0.0030384,7,1.1217e+07,1,6552,1.225,46.999,0.38162,0.10885,-517.22,0.97135,1.4706,8.9765e+05,8.9765e+05,0,19263,47.9,8934.9,3.4187,16.622,84.121,6.3552,-0.036633,5.8697,8.6583,1.7894e-05,0.00029052,19315,0,6.3552,0,-0.036633,5.8697,1,-0.21523,0,0.23081
0.034196,7,1.1186e+07,1,6552,1.225,43.002,0.38162,0.10885,-453.55,1.0179,16.551,9.2487e+05,9.2487e+05,0,19716,53.139,9112,3.4292,16.669,81.199,5.9925,-0.035831,5.7312,8.2996,1.7894e-05,0.00027884,19767,0,5.9925,0,-0.035831,5.7312,1,-0.21923,0,0.22702
0.065738,7,1.1162e+07,1,6552,1.225,42.896,0.38162,0.10885,-417.99,0.95988,31.817,8.5163e+05,8.5163e+05,0,19153,62.384,8667.1,3.3858,16.292,82.622,5.876,-0.035138,5.8127,8.273,1.7894e-05,0.00028368,19202,0,5.876,0,-0.035138,5.8127,1,-0.22316,0,0.22316
0.097093,7,1.1136e+07,1,6552,1.225,39.439,0.38162,0.10885,-424.3,0.99457,46.993,8.2715e+05,8.2715e+05,0,19738,68.222,8793.3,3.3868,16.259,79.911,5.5426,-0.035085,5.6747,7.9401,1.7894e-05,0.00027211,19785,0,5.5426,0,-0.035085,5.6747,1,-0.22702,0,0.21923
0.12822,7,1.1109e+07,1,6552,1.225,34.264,0.38162,0.10885,-553.79,1.1513,62.056,8.6974e+05,8.6974e+05,0,23810,72.273,9857.1,3.435,16.638,75.919,5.0095,-0.036923,5.3122,7.3106,1.7894e-05,0.00024818,23854,0,5.0095,0,-0.036923,5.3122,1,-0.23081,0,0.21523
0.15978,7,1.1087e+07,1,6552,1.225,32.355,0.38162,0.10885,-751.13,1.1508,77.335,8.5489e+05,8.5489e+05,0,24121,79.723,9758.3,3.4179,16.465,75.114,4.7663,-0.045297,5.2329,7.088,1.7894e-05,0.00024363,24164,0,4.7663,0,-0.045297,5.2329,1,-0.23453,0,0.21117
0.19141,7,1.1065e+07,1,6552,1.225,30.051,0.38162,0.10885,-976.81,1.1699,92.645,8.0943e+05,8.0943e+05,0,24958,86.796,9795.6,3.4079,16.352,73.891,4.4858,-0.051454,5.0999,6.8021,1.7894e-05,0.00023641,24997,0,4.4858,0,-0.051454,5.0999,1,-0.23818,0,0.20705
0.22278,7,1.1046e+07,1,6552,1.225,28.668,0.38162,0.10885,-1090.5,1.1409,107.83,7.8103e+05,7.8103e+05,0,24506,94.712,9474.3,3.3781,16.073,73.641,4.2926,-0.055191,5.0541,6.6415,1.7894e-05,0.0002354,24545,0,4.2926,0,-0.055191,5.0541,1,-0.24176,0,0.20286
0.2542,7,1.1026e+07,1,6552,1.225,26.18,0.38162,0.10885,-1194.6,1.1732,123.03,7.3913e+05,7.3913e+05,0,25666,101.54,9596.1,3.3737,16.006,72.222,3.9915,-0.056831,4.8697,6.3078,1.7894e-05,0.00022689,25703,0,3.9915,0,-0.056831,4.8697,1,-0.24526,0,0.19861
0.28561,7,1.1007e+07,1,6552,1.225,23.589,0.38162,0.10885,-1233.7,1.2112,138.24,6.1381e+05,6.1381e+05,0,27175,108.26,9761.4,3.3698,15.938,70.403,3.6772,-0.054645,4.6481,5.9389,1.7894e-05,0.00021619,27206,0,3.6772,0,-0.054645,4.6481,1,-0.24869,0,0.1943
0.31651,7,1.0991e+07,1,6552,1.225,24.286,0.38162,0.10885,-1033.4,1.057,153.19,5.6047e+05,5.6047e+05,0,23468,118.12,8560.4,3.2834,15.2,72.348,3.6952,-0.053893,4.8352,6.098,1.7894e-05,0.00022929,23500,0,3.6952,0,-0.053893,4.8352,1,-0.25204,0,0.18993
0.34712,7,1.0974e+07,1,6552,1.225,22.956,0.38162,0.10885,-1008.3,1.0206,168.01,5.2115e+05,5.2115e+05,0,22745,125.86,8179.4,3.2477,14.88,72.247,3.5137,-0.05488,4.7634,5.9324,1.7894e-05,0.00022906,22776,0,3.5137,0,-0.05488,4.7634,1,-0.25532,0,0.1855
0.37751,7,1.0954e+07,1,6552,1.225,18.919,0.38162,0.10885,-1227.5,1.1604,182.71,4.0622e+05,4.0622e+05,0,26787,130.83,8985.6,3.288,15.165,68.818,3.0427,-0.056155,4.2792,5.2658,1.7894e-05,0.00020773,26813,0,3.0427,0,-0.056155,4.2792,1,-0.25852,0,0.18101
0.40744,7,1.0941e+07,1,6552,1.225,19.897,0.38162,0.10885,-1081.4,0.97525,197.2,4.1563e+05,4.1563e+05,0,22038,140.68,7621.5,3.1867,14.329,71.474,3.1111,-0.059337,4.532,5.5121,1.7894e-05,0.00022504,22066,0,3.1111,0,-0.059337,4.532,1,-0.26164,0,0.17648
0.437,7,1.0925e+07,1,6552,1.225,18.961,0.38162,0.10885,-1074,0.9135,211.51,3.8705e+05,3.8705e+05,0,20628,148.51,7094.8,3.1378,13.913,71.756,2.9768,-0.061943,4.4957,5.4077,1.7894e-05,0.00022732,20655,0,2.9768,0,-0.061943,4.4957,1,-0.26468,0,0.17188
0.46625,7,1.0906e+07,1,6552,1.225,15.326,0.38162,0.10885,-1328,1.053,225.67,1.8861e+05,1.8861e+05,0,24862,153.55,7865.3,3.1766,14.177,68.135,2.5254,-0.062791,3.9608,4.7167,1.7894e-05,0.00020519,24882,0,2.5254,0,-0.062791,3.9608,1,-0.26764,0,0.16724
0.49485,7,1.0892e+07,1,6552,1.225,15.247,0.38162,0.10885,-1232.3,0.93217,239.51,2.2045e+05,2.2045e+05,0,21731,161.94,6959.4,3.1005,13.556,69.586,2.4929,-0.065964,4.0545,4.7807,1.7894e-05,0.0002147,21752,0,2.4929,0,-0.065964,4.0545,1,-0.27051,0,0.16254
0.52293,7,1.0877e+07,1,6552,1.225,14.68,0.38162,0.10885,-1144.2,0.84386,253.1,2.5369e+05,2.5369e+05,0,19435,169.7,6275.2,3.038,13.045,70.444,2.4109,-0.068425,4.069,4.7523,1.7894e-05,0.00022035,19456,0,2.4109,0,-0.068425,4.069,1,-0.27331,0,0.15779
0.55062,7,1.086e+07,1,6552,1.225,12.031,0.38162,0.10885,-1356.5,0.94243,266.5,42563,42563,0,22653,175.26,6753.2,3.0583,13.162,67.601,2.0444,-0.069198,3.5862,4.1692,1.7894e-05,0.00020324,22668,0,2.0444,0,-0.069198,3.5862,1,-0.27602,0,0.153
0.57767,7,1.0844e+07,1,6552,1.225,10.556,0.38162,0.10885,-1425.2,0.95088,279.59,-69184,-69184,0,23309,181.81,6671.4,3.0381,12.972,66.476,1.8228,-0.070856,3.3223,3.8507,1.7894e-05,0.00019683,23320,0,1.8228,0,-0.070856,3.3223,1,-0.27865,0,0.14816
0.60402,7,1.0831e+07,1,6552,1.225,10.231,0.38162,0.10885,-1272.4,0.83528,292.35,50762,50762,0,19996,189.29,5841.6,2.9616,12.371,67.891,1.7978,-0.074053,3.405,3.8932,1.7894e-05,0.00020566,20009,0,1.7978,0,-0.074053,3.405,1,-0.28119,0,0.14327
0.62993,7,1.0815e+07,1,6552,1.225,8.4526,0.38162,0.10885,-1460.3,0.89252,304.89,-1.6641e+05,-1.6641e+05,0,22159,195.19,6053.8,2.9635,12.348,65.778,1.5153,-0.075762,2.9844,3.4318,1.7894e-05,0.00019325,22167,0,1.5153,0,-0.075762,2.9844,1,-0.28365,0,0.13835
