"Cp","cell_element_type","cell_id","cell_type","cell_zone","density","dynamic_pressure","expr:C_D","expr:C_D_contact","expr:C_Lift","expr:C_Lift_contact","helicity","laminar_kinetic_energy","pressure","pressure_coefficient","q_criterion","raw_q_criterion","skin_friction_coef","strain_rate_mag","total_pressure","turb_diss_rate","turb_intensity","turb_kinetic_energy","turb_reynolds_number_rey","velocity:0","velocity:1","velocity:2","velocity_magnitude","viscosity_lam","viscosity_turb","vorticity_mag","wall_shear","x_velocity","y_plus","y_velocity","z_velocity","vtkValidPointMask","Points:0","Points:1","Points:2"
0.24718,7,1.0305e+07,1,6552,1.225,13.211,0.41222,0.45044,0.062609,0.070707,-3285.7,2.5278,73.278,119.64,1.1855e+06,1.1855e+06,0,50041,86.489,12151,3.5877,16.797,51.639,2.7718,-0.078151,3.394,4.3846,1.7894e-05,8.6914e-05,50068,0,2.7718,0,-0.078151,3.394,1,-0.24526,0,0.19861
0.27827,7,1.0302e+07,1,6552,1.225,11.822,0.41222,0.45044,0.062609,0.070707,-3402.4,2.5003,82.492,134.68,1.1132e+06,1.1132e+06,0,50209,94.313,11910,3.5644,16.573,51.088,2.5521,-0.080113,3.2364,4.1247,1.7894e-05,8.4861e-05,50234,0,2.5521,0,-0.080113,3.2364,1,-0.24869,0,0.1943
0.30911,7,1.0298e+07,1,6552,1.225,10.173,0.41222,0.45044,0.062609,0.070707,-3572.3,2.488,91.634,149.61,1.0335e+06,1.0335e+06,0,50895,101.81,11747,3.5453,16.378,50.19,2.3027,-0.081852,3.025,3.8054,1.7894e-05,8.1271e-05,50918,0,2.3027,0,-0.081852,3.025,1,-0.25204,0,0.18993
0.33966,7,1.0305e+07,1,6552,1.225,8.6903,0.41222,0.45044,0.062609,0.070707,-3904.5,2.4784,100.69,164.4,8.5978e+05,8.5978e+05,0,53759,109.38,11689,3.5249,16.172,48.871,1.9686,-0.083163,2.6787,3.4752,1.7894e-05,7.7127e-05,53780,0,1.9686,0,-0.083163,2.6787,1,-0.25532,0,0.1855
0.3699,7,1.0305e+07,1,6552,1.225,7.6845,0.41222,0.45044,0.062609,0.070707,-4028.4,2.4425,109.66,179.03,7.629e+05,7.629e+05,0,54003,117.34,11413,3.4976,15.919,48.36,1.7641,-0.084505,2.4873,3.2335,1.7894e-05,7.5513e-05,54022,0,1.7641,0,-0.084505,2.4873,1,-0.25852,0,0.18101
0.39983,7,1.0305e+07,1,6552,1.225,6.7825,0.41222,0.45044,0.062609,0.070707,-4143,2.4024,118.53,193.52,6.7296e+05,6.7296e+05,0,53877,125.31,11106,3.4687,15.657,47.958,1.5799,-0.086214,2.3089,2.9984,1.7894e-05,7.4238e-05,53894,0,1.5799,0,-0.086214,2.3089,1,-0.26164,0,0.17648
0.42937,7,1.0296e+07,1,6552,1.225,5.8708,0.41222,0.45044,0.062609,0.070707,-4298.4,2.3712,127.29,207.82,5.5692e+05,5.5692e+05,0,54640,133.16,10870,3.4419,15.41,47.273,1.3591,-0.087029,2.0585,2.7377,1.7894e-05,7.2103e-05,54655,0,1.3591,0,-0.087029,2.0585,1,-0.26468,0,0.17188
0.45853,7,1.0292e+07,1,6552,1.225,5.0471,0.41222,0.45044,0.062609,0.070707,-4521.2,2.3413,135.93,221.93,3.4471e+05,3.4471e+05,0,56444,140.98,10669,3.4127,15.139,46.168,1.1047,-0.087436,1.7318,2.4725,1.7894e-05,6.8791e-05,56456,0,1.1047,0,-0.087436,1.7318,1,-0.26764,0,0.16724
0.48701,7,1.0292e+07,1,6552,1.225,4.3707,0.41222,0.45044,0.062609,0.070707,-4965.7,2.331,144.37,235.71,1.7141e+05,1.7141e+05,0,59329,148.74,10583,3.3907,14.924,44.825,0.81111,-0.089801,1.3135,2.2077,1.7894e-05,6.4765e-05,59338,0,0.81111,0,-0.089801,1.3135,1,-0.27051,0,0.16254
0.5156,7,1.0291e+07,1,6552,1.225,3.883,0.41222,0.45044,0.062609,0.070707,-5159.1,2.2868,152.85,249.55,4155,4155,0,59760,156.73,10290,3.3584,14.641,44.178,0.62393,-0.09035,1.0449,1.9787,1.7894e-05,6.2906e-05,59766,0,0.62393,0,-0.09035,1.0449,1,-0.27331,0,0.15779
0.54326,7,1.0289e+07,1,6552,1.225,3.4667,0.41222,0.45044,0.062609,0.070707,-5216.4,2.2414,161.05,262.94,-26391,-26391,0,58943,164.52,9932.7,3.3262,14.362,43.962,0.49515,-0.091525,0.85508,1.8119,1.7894e-05,6.2208e-05,58948,0,0.49515,0,-0.091525,0.85508,1,-0.27602,0,0.153
0.57039,7,1.0289e+07,1,6552,1.225,3.2121,0.41222,0.45044,0.062609,0.070707,-5449.3,2.2063,169.09,276.07,-1.7715e+05,-1.7715e+05,0,59681,172.3,9676.8,3.2959,14.097,43.235,0.3097,-0.093197,0.54359,1.778,1.7894e-05,6.0095e-05,59685,0,0.3097,0,-0.093197,0.54359,1,-0.27865,0,0.14816
0.59699,7,1.0289e+07,1,6552,1.225,3.2251,0.41222,0.45044,0.062609,0.070707,-5794.5,2.1772,176.98,288.94,-3.841e+05,-3.841e+05,0,61648,180.2,9481.2,3.2659,13.83,42.088,0.087009,-0.094225,0.13161,1.8201,1.7894e-05,5.6841e-05,61648,0,0.087009,0,-0.094225,0.13161,1,-0.28119,0,0.14327
0.62294,7,1.0288e+07,1,6552,1.225,3.327,0.41222,0.45044,0.062609,0.070707,-6053,2.1398,184.67,301.5,-5.4319e+05,-5.4319e+05,0,62473,188,9219.1,3.2338,13.553,41.303,-0.081888,-0.095632,-0.20809,1.8787,1.7894e-05,5.4655e-05,62471,0,-0.081888,0,-0.095632,-0.20809,1,-0.28365,0,0.13835
0.64827,7,1.0289e+07,1,6552,1.225,3.6266,0.41222,0.45044,0.062609,0.070707,-6362.1,2.1021,192.18,313.76,-7.1701e+05,-7.1701e+05,0,63499,195.81,8962.2,3.2007,13.272,40.431,-0.24799,-0.097204,-0.57299,1.9652,1.7894e-05,5.2263e-05,63494,0,-0.24799,0,-0.097204,-0.57299,1,-0.28602,0,0.13337
0.67291,7,1.0288e+07,1,6552,1.225,3.9896,0.41222,0.45044,0.062609,0.070707,-6535.7,2.0594,199.48,325.69,-8.6226e+05,-8.6226e+05,0,63835,203.47,8668.4,3.1661,12.983,39.771,-0.38014,-0.097861,-0.89663,2.0496,1.7894e-05,5.0489e-05,63828,0,-0.38014,0,-0.097861,-0.89663,1,-0.28831,0,0.12836
0.69685,7,1.0288e+07,1,6552,1.225,4.7972,0.41222,0.45044,0.062609,0.070707,-6848.7,2.0242,206.58,337.28,-1.0869e+06,-1.0869e+06,0,65531,211.38,8441.4,3.1324,12.7,38.658,-0.54882,-0.098024,-1.3362,2.2173,1.7894e-05,4.7533e-05,65521,0,-0.54882,0,-0.098024,-1.3362,1,-0.2905,0,0.12331
0.71999,7,1.0289e+07,1,6552,1.225,5.2997,0.41222,0.45044,0.062609,0.070707,-7036.9,1.9771,213.44,348.48,-1.1832e+06,-1.1832e+06,0,64921,218.74,8114.3,3.0967,12.413,38.314,-0.63106,-0.10043,-1.6071,2.2898,1.7894e-05,4.666e-05,64909,0,-0.63106,0,-0.10043,-1.6071,1,-0.29261,0,0.11822
0.7425,7,1.0294e+07,1,6552,1.225,6.0484,0.41222,0.45044,0.062609,0.070707,-7389.2,1.9242,220.12,359.37,-1.3695e+06,-1.3695e+06,0,65052,226.16,7783.5,3.0554,12.085,37.611,-0.71832,-0.10317,-1.9239,2.408,1.7894e-05,4.4929e-05,65037,0,-0.71832,0,-0.10317,-1.9239,1,-0.29463,0,0.1131
0.76402,7,1.0274e+07,1,6552,1.225,8.0874,0.41222,0.45044,0.062609,0.070707,-7926.6,1.9065,226.49,369.78,-1.5785e+06,-1.5785e+06,0,68523,234.58,7663.8,3.0269,11.842,35.982,-0.91412,-0.10198,-2.5582,2.8214,1.7894e-05,4.0645e-05,68505,0,-0.91412,0,-0.10198,-2.5582,1,-0.29656,0,0.10794
0.78495,7,1.0262e+07,1,6552,1.225,9.4299,0.41222,0.45044,0.062609,0.070707,-8333.5,1.8663,232.7,379.92,-1.9077e+06,-1.9077e+06,0,68629,242.13,7401.2,2.9928,11.575,35.375,-0.9976,-0.10546,-2.9394,3.1291,1.7894e-05,3.9198e-05,68608,0,-0.9976,0,-0.10546,-2.9394,1,-0.2984,0,0.10275
0.80509,7,1.0239e+07,1,6552,1.225,11.072,0.41222,0.45044,0.062609,0.070707,-8575.6,1.8104,238.67,389.67,-2.0338e+06,-2.0338e+06,0,69681,249.74,7087.8,2.9467,11.22,34.297,-1.0702,-0.10431,-3.3468,3.5262,1.7894e-05,3.6718e-05,69658,0,-1.0702,0,-0.10431,-3.3468,1,-0.30014,0,0.097523
0.82422,7,1.0196e+07,1,6552,1.225,12.956,0.41222,0.45044,0.062609,0.070707,-8842.4,1.7681,244.34,398.92,-2.2093e+06,-2.2093e+06,0,70411,257.3,6819.4,2.9079,10.922,33.428,-1.1365,-0.10388,-3.7715,3.947,1.7894e-05,3.4684e-05,70386,0,-1.1365,0,-0.10388,-3.7715,1,-0.3018,0,0.09227
0.84256,7,1.0137e+07,1,6552,1.225,15.347,0.41222,0.45044,0.062609,0.070707,-9285.1,1.7252,249.78,407.8,-2.4572e+06,-2.4572e+06,0,71708,265.12,6568.9,2.8677,10.617,32.334,-1.2048,-0.10428,-4.2562,4.4294,1.7894e-05,3.2186e-05,71679,0,-1.2048,0,-0.10428,-4.2562,1,-0.30336,0,0.086988
0.86001,7,1.0066e+07,1,6552,1.225,17.671,0.41222,0.45044,0.062609,0.070707,-9653.3,1.6774,254.95,416.24,-2.6521e+06,-2.6521e+06,0,72290,272.62,6291.3,2.8257,10.306,31.456,-1.2409,-0.10515,-4.6876,4.8539,1.7894e-05,3.0277e-05,72259,0,-1.2409,0,-0.10515,-4.6876,1,-0.30484,0,0.081681
0.87653,7,9.9822e+06,1,6552,1.225,19.39,0.41222,0.45044,0.062609,0.070707,-9834.1,1.6253,259.85,424.24,-2.7441e+06,-2.7441e+06,0,71272,279.24,5973.4,2.7835,10.004,31.121,-1.2283,-0.10701,-4.9874,5.1407,1.7894e-05,2.9666e-05,71238,0,-1.2283,0,-0.10701,-4.9874,1,-0.30622,0,0.076348
0.89213,7,9.8796e+06,1,6552,1.225,21.541,0.41222,0.45044,0.062609,0.070707,-10075,1.5752,264.47,431.79,-2.873e+06,-2.873e+06,0,70803,286.01,5679.8,2.7409,9.7012,30.582,-1.2179,-0.10836,-5.3405,5.4815,1.7894e-05,2.859e-05,70768,0,-1.2179,0,-0.10836,-5.3405,1,-0.3075,0,0.070992
0.90678,7,9.7606e+06,1,6552,1.225,24.238,0.41222,0.45044,0.062609,0.070707,-10444,1.5272,268.82,438.88,-3.0447e+06,-3.0447e+06,0,71001,293.05,5411.1,2.6975,9.3963,29.794,-1.2086,-0.10949,-5.7553,5.8844,1.7894e-05,2.6973e-05,70963,0,-1.2086,0,-0.10949,-5.7553,1,-0.30869,0,0.065615
0.92059,7,9.6299e+06,1,6552,1.225,27.444,0.41222,0.45044,0.062609,0.070707,-11182,1.4772,272.91,445.57,-3.2635e+06,-3.2635e+06,0,72051,300.35,5148.1,2.6498,9.064,28.642,-1.1933,-0.11285,-6.2224,6.339,1.7894e-05,2.4593e-05,72010,0,-1.1933,0,-0.11285,-6.2224,1,-0.30979,0,0.060217
0.93326,7,9.4672e+06,1,6552,1.225,31.732,0.41222,0.45044,0.062609,0.070707,-11481,1.4359,276.67,451.7,-3.7419e+06,-3.7419e+06,0,73022,308.4,4942.1,2.6104,8.7955,27.628,-1.1845,-0.11064,-6.7849,6.8905,1.7894e-05,2.2603e-05,72975,0,-1.1845,0,-0.11064,-6.7849,1,-0.3108,0,0.054802
0.94508,7,9.2746e+06,1,6552,1.225,34.391,0.41222,0.45044,0.062609,0.070707,-11640,1.3827,280.17,457.42,-3.5138e+06,-3.5138e+06,0,72427,314.56,4650.6,2.5619,8.4733,27.032,-1.1144,-0.11018,-7.1204,7.2106,1.7894e-05,2.1534e-05,72382,0,-1.1144,0,-0.11018,-7.1204,1,-0.3117,0,0.049369
0.95583,7,9.0677e+06,1,6552,1.225,37.496,0.41222,0.45044,0.062609,0.070707,-12265,1.3349,283.35,462.62,-3.7798e+06,-3.7798e+06,0,71944,320.85,4397.8,2.5174,8.1824,26.399,-1.0404,-0.11489,-7.4949,7.5696,1.7894e-05,2.0398e-05,71895,0,-1.0404,0,-0.11489,-7.4949,1,-0.31252,0,0.043922
0.9656,7,8.8596e+06,1,6552,1.225,40.938,0.41222,0.45044,0.062609,0.070707,-12119,1.2895,286.25,467.35,-3.9364e+06,-3.9364e+06,0,71808,327.19,4161,2.473,7.8964,25.649,-0.95524,-0.11125,-7.8938,7.9537,1.7894e-05,1.8991e-05,71756,0,-0.95524,0,-0.11125,-7.8938,1,-0.31324,0,0.038461
0.97435,7,8.6641e+06,1,6552,1.225,44.682,0.41222,0.45044,0.062609,0.070707,-12861,1.2427,288.85,471.58,-4.005e+06,-4.005e+06,0,71184,333.53,3929.7,2.4296,7.6254,25.125,-0.85963,-0.11487,-8.2899,8.3371,1.7894e-05,1.816e-05,71131,0,-0.85963,0,-0.11487,-8.2899,1,-0.31386,0,0.032988
0.98213,7,8.4345e+06,1,6552,1.225,51.438,0.41222,0.45044,0.062609,0.070707,-13366,1.1848,291.15,475.35,-4.3095e+06,-4.3095e+06,0,73511,342.59,3704,2.3714,7.2683,23.508,-0.77572,-0.11293,-8.952,8.9878,1.7894e-05,1.5565e-05,73455,0,-0.77572,0,-0.11293,-8.952,1,-0.31439,0,0.027505
0.98897,7,8.1844e+06,1,6552,1.225,56.721,0.41222,0.45044,0.062609,0.070707,-13538,1.1178,293.18,478.66,-4.9047e+06,-4.9047e+06,0,73505,349.9,3423.5,2.3061,6.8889,22.566,-0.64578,-0.10863,-9.4035,9.4275,1.7894e-05,1.4538e-05,73442,0,-0.64578,0,-0.10863,-9.4035,1,-0.31482,0,0.022014
0.99481,7,7.9469e+06,1,6552,1.225,59.368,0.41222,0.45044,0.062609,0.070707,-13755,1.0838,294.91,481.49,-4.546e+06,-4.546e+06,0,72053,354.28,3228.1,2.2708,6.6762,22.406,-0.49549,-0.11094,-9.6568,9.6714,1.7894e-05,1.4187e-05,71992,0,-0.49549,0,-0.11094,-9.6568,1,-0.31516,0,0.016517
0.99971,7,7.743e+06,1,6552,1.225,70.537,0.41222,0.45044,0.062609,0.070707,-14730,0.99687,296.36,483.86,-5.4073e+06,-5.4073e+06,0,75064,366.9,2943.5,2.1808,6.191,20.518,-0.35878,-0.1065,-10.5,10.507,1.7894e-05,1.2256e-05,74996,0,-0.35878,0,-0.1065,-10.5,1,-0.3154,0,0.011014
1.0036,7,8.2663e+06,1,6552,1.225,71.954,0.41222,0.45044,0.062609,0.070707,-14599,0.96172,297.53,485.76,-5.2222e+06,-5.2222e+06,0,72465,369.48,2752.7,2.1436,5.9781,20.468,-0.17413,-0.1086,-10.638,10.641,1.7894e-05,1.2139e-05,72397,0,-0.17413,0,-0.1086,-10.638,1,-0.31554,0,0.0055078
1.0068,7,1.0479e+07,1,6552,1.225,76.61,0.41222,0.45044,0.062609,0.070707,-15052,0.91671,298.45,487.27,-5.1875e+06,-5.1875e+06,0,71734,375.06,2554.2,2.093,5.7044,19.911,0.0083095,-0.10781,-10.99,10.992,1.7894e-05,1.1495e-05,71665,0,0.0083095,0,-0.10781,-10.99,1,-0.31559,0,3.8649e-17
